BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU04170328';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';2199;203;0;70668.7578;0;0;0;22934.9724;70668.7578;0;0;5759121.45;5398
'BU04170329';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';296;19;14118.116;0;0;0;0;3692.02439;14118.116;0;0;1290985.64;5399
'BU04570001';'WK045700';'Weesp';'Noord-Holland Zuid';'Noord-Holland';1194;179;0;35041.1786;0;0;0;11951.148;35041.1786;0;0;1845276.81;5610
'BU04570002';'WK045700';'Weesp';'Noord-Holland Zuid';'Noord-Holland';513;47;0;13931.6465;0;0;0;4943.93852;13931.6465;0;0;1012157.47;5611
'BU04570101';'WK045701';'Weesp';'Noord-Holland Zuid';'Noord-Holland';118;51;0;4131.20794;0;0;0;1274.17918;4131.20794;0;0;810144.788;5612
'BU04570102';'WK045701';'Weesp';'Noord-Holland Zuid';'Noord-Holland';368;22;0;9574.13705;0;0;0;3469.21238;9574.13705;0;0;737670.227;5613
'BU04570103';'WK045701';'Weesp';'Noord-Holland Zuid';'Noord-Holland';314;17;10004.0661;0;0;0;0;3544.94118;10004.0661;0;0;626966.863;5614
'BU04570104';'WK045701';'Weesp';'Noord-Holland Zuid';'Noord-Holland';254;41;8097.45162;0;0;0;0;3014.24023;8097.45162;0;0;471195.636;5615
'BU04570201';'WK045702';'Weesp';'Noord-Holland Zuid';'Noord-Holland';1106;26;0;26497.2145;0;0;0;9815.48077;26497.2145;0;0;1076320.03;5616
'BU04570202';'WK045702';'Weesp';'Noord-Holland Zuid';'Noord-Holland';500;51;0;11533.8977;0;0;0;4760.21807;11533.8977;0;0;836702.927;5617
