BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;H01_warmtetotaal;H02_Vraag_aardgas;H03_Vraag_groengas;H04_Vraag_elekwarmte;H05_Vraag_MTwarmte;H06_Vraag_LTwarmte;H07_Warmte_hectare;H08_Vraag_koude;H09_Vraag_elektotaal;H10_CO2_reductie;H11_Nat_abskosten;H12_Nat_meerkosten;H13_Nat_meerkost_CO2;H16_Nat_meerkost_WEQ;nrAansl_gas;nrAansl_mWKK;nrAansl_eWP;nrAansl_HWP;nrAansl_EWV;nrAansl_RestWarmte;nrAansl_GeoThermie;nrAansl_WijkWKK;nrAansl_BioWKK;nrAansl_WKO;nrAansl_Lt15_30;nrAansl_Lt15_50;nrAansl_Lt15_70;nrAansl_Lt30_30;nrAansl_Lt30_50;nrAansl_Lt30_70;nrAansl_TEO;nr_OrgEntity
BU03760101;BU03760101;Bijvanck;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1815;98;1894;False;39;0;9;2;28;0;726;2;13;4024;4570920;2775635;690;1466;0;0;0;0;0;0;1913;0;0;0;0;0;0;0;0;0;0;2115
BU03760102;BU03760102;Blaricum-Dorp;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;2235;187;2568;False;59;0;15;4;40;0;393;2;18;8659;9873519;6196324;716;2413;0;0;0;0;0;0;2422;0;0;0;0;0;0;0;0;0;0;2116
BU03760103;BU03760103;Blaricummer Heide;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;3;9;False;65;0;24;6;35;0;7;10;34;49;1099448;1075190;21853;124134;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2117
BU03760104;BU03760104;Blaricummermeent;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;816;116;912;False;35;0;7;1;27;0;455;2;12;1616;1215074;442939;274;486;0;0;0;0;0;0;932;0;0;0;0;0;0;0;0;0;0;2118
BU03760105;BU03760105;Crailo;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;56;5;355;False;78;0;17;4;57;0;767;1;31;1284;2409009;1833859;1429;5172;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;2119
BU03760106;BU03760106;De Kampen;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;0;1;False;82;0;20;5;57;0;0;3;15;5;963403;962021;209934;962021;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2120
BU03760107;BU03760107;Eemmeer-Blaricum;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;0;0;0;False;0;0;0;0;0;0;0;0;0;0;3652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2121
BU03760108;BU03760108;Stichtsebrug;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;0;2;1;False;10;0;3;1;6;0;0;113;132;0;881777;878547;15958375;11421111;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2122
BU03760109;BU03760109;Warandepark-De Eng;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;1;2;False;64;0;21;5;38;0;1;10;24;9;1004736;997016;116447;576054;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2123
BU04020101;BU04020101;Centrum;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1893;546;3736;False;36;0;10;3;23;0;3386;2;37;9284;12198814;6001400;646;1606;0;0;0;0;0;0;2439;0;0;0;0;0;0;0;0;0;0;5229
