BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;H01_warmtetotaal;H02_Vraag_aardgas;H03_Vraag_groengas;H04_Vraag_elekwarmte;H05_Vraag_MTwarmte;H06_Vraag_LTwarmte;H07_Warmte_hectare;H08_Vraag_koude;H09_Vraag_elektotaal;H10_CO2_reductie;H11_Nat_abskosten;H12_Nat_meerkosten;H13_Nat_meerkost_CO2;H16_Nat_meerkost_WEQ;nrAansl_gas;nrAansl_mWKK;nrAansl_eWP;nrAansl_HWP;nrAansl_EWV;nrAansl_RestWarmte;nrAansl_GeoThermie;nrAansl_WijkWKK;nrAansl_BioWKK;nrAansl_WKO;nrAansl_Lt15_30;nrAansl_Lt15_50;nrAansl_Lt15_70;nrAansl_Lt30_30;nrAansl_Lt30_50;nrAansl_Lt30_70;nrAansl_TEO;nr_OrgEntity
BU04020907;BU04020907;Landelijk Gebied 97;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;4;7;24;False;19;0;16;3;0;0;2;7;47;61;75525;23125;380;969;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;5271
BU04060001;BU04060001;De Noord;WK040600;Wijk 00 Oude Dorp;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1673;229;2156;False;22;0;19;3;0;0;804;2;24;6000;5036788;2062666;344;957;0;0;0;1902;0;0;0;0;0;0;0;0;0;0;0;0;0;5346
BU04060002;BU04060002;De Zuid;WK040600;Wijk 00 Oude Dorp;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1250;66;1328;False;24;0;21;3;0;0;680;2;16;3667;2839432;1317039;359;992;0;0;0;1316;0;0;0;0;0;0;0;0;0;0;0;0;0;5347
BU04060103;BU04060103;Westereng;WK040601;Wijk 01 Westereng;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1008;34;1109;False;26;0;23;3;0;0;431;2;16;3222;2517769;1185664;368;1070;0;0;0;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;5348
BU04060204;BU04060204;Flevo;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;94;2;95;False;38;0;33;5;0;0;41;3;16;388;336245;154664;399;1644;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;5349
BU04060205;BU04060205;Bikbergen;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;109;4;145;False;30;0;26;4;0;0;39;2;26;630;467280;175898;279;1214;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;5350
BU04060206;BU04060206;Crailo;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;149;16;361;False;27;0;23;4;0;0;66;2;28;1779;1157396;425905;239;1181;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;5351
BU04060307;BU04060307;Thames;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;32;3;35;False;35;0;30;5;0;0;18;3;17;139;125060;59603;430;1708;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;5352
BU04060308;BU04060308;IJzeren veld;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;63;6;67;False;36;0;31;5;0;0;33;3;17;275;219443;99786;362;1493;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;5353
BU04060327;BU04060327;Parrewijn;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;7;2;9;False;33;0;28;5;0;0;3;5;24;29;35038;11779;402;1409;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;5354
