BU_CODE;WK_CODE;Gemeente;RES;Provincie;WarmteAllocatieOptie;Aantal_WoningEQ;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;Vraag_Warmte_perhectare;CO2_reductie;Nat_abskosten;Nat_meerkosten;Nat_meerkost_CO2;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;Aansl_aardgas;Aansl_eWP;Aansl_MT;Aansl_LT;Aansl_hWPgroengas;Aansl_HRgroengas;nr_OrgEntity
BU04061231;WK040612;Huizen;Noord-Holland Zuid;Noord-Holland;;120;120;0;0;0;0;9;2;20;9;187;294;214599;59722;203;0;0;188460.275;0;120;0;0;0;0;5375
BU04170320;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;1735.95385;995;740.953846;0;0;0;8;3;36;8;191;5821;4244135;720736;124;0;0;3642753.03;0;1369;0;0;0;0;5390
BU04170321;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;174.6;5;169.6;0;0;0;7;1;65;7;2;1034;476009;-94348;-91;0;0;376978.809;0;11;0;0;0;0;5391
BU04170322;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;683.8;569;114.8;0;0;0;8;2;27;8;110;1758;1507818;465315;265;0;0;1315207.45;0;621;0;0;0;0;5392
BU04170323;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;545.192308;512;33.1923077;0;0;0;11;2;25;11;61;1881;1578616;589517;313;0;0;1463408.44;0;553;0;0;0;0;5393
BU04170324;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;183.223077;164;19.2230769;0;0;0;8;2;21;8;169;373;287854;75277;202;0;0;242816.396;0;169;0;0;0;0;5394
BU04170325;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;161.346154;154;7.34615385;0;0;0;14;3;26;14;28;659;554775;151292;230;0;0;532953.647;0;157;0;0;0;0;5395
BU04170326;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;164.961538;109;55.9615385;0;0;0;11;2;25;11;37;627;441513;53214;85;0;0;417675.269;0;116;0;0;0;0;5396
BU04170327;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;371.030769;246;125.030769;0;0;0;11;2;30;11;49;1259;853411;98749;78;0;0;765508.66;0;256;0;0;0;0;5397
BU04170328;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;2375.52308;2199;176.523077;0;0;0;9;2;23;9;223;6640;5610187;2181516;329;0;0;5022493.55;0;2402;0;0;0;0;5398
