BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;I12_opp_woningen;I13_opp_utiliteit;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H15_CO2_uitstoot;Woning_H16_Nat_meerkost;Woning_H17_Nat_meerkost_CO2;Woning_H18_Nat_meerkost_WEQ;Woning_H19_Waarde_hernieuwbaar_gas;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H15_CO2_uitstoot;Util_H16_Nat_meerkost;Util_H17_Nat_meerkost_CO2;Util_H18_Nat_meerkost_WEQ;Util_H19_Waarde_hernieuwbaar_gas;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;nr_OrgEntity
BU04170321;BU04170321;Laren-Natuurgebied;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;4;7;189;410;23922;False;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;168308;193;895;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;98;25;1;0;19;54;8;98;0;19;61;0;0;18;0;168308;193;895;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1966
BU04170322;BU04170322;Omloop;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;573;51;687;60399;14705;False;36;20;7;1;0;8;375;36;0;14;14;0;0;8;0;702996;455;1025;0;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;556;0;0;0;0;17;5;0;0;3;9;75;17;0;4;10;0;0;3;0;702996;455;1025;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1967
BU04170323;BU04170323;Oostereng;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;512;41;546;75644;4315;False;51;32;8;1;0;9;224;51;0;19;18;0;0;14;0;771249;477;1415;0;0;0;0;0;512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;503;0;0;0;0;6;2;0;0;1;3;10;6;0;1;3;0;0;1;0;771249;477;1415;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1968
BU04170324;BU04170324;Postiljon;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;168;5;188;23784;2499;False;33;18;7;0;0;8;535;33;0;14;13;0;0;7;0;88787;270;474;0;0;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;1;0;0;0;0;8;1;0;0;2;4;35;8;0;1;4;0;0;2;0;88787;270;474;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1969
BU04170325;BU04170325;Rijksweg-Noord;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;155;3;163;29640;976;False;63;44;9;1;0;9;107;63;0;21;21;0;0;20;0;263754;446;1623;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;143;0;0;0;0;5;2;0;0;2;1;5;5;0;2;2;0;0;1;0;263754;446;1623;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1970
BU04170326;BU04170326;Rijksweg-Zuid;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;109;8;168;21104;7565;False;43;30;6;1;0;6;122;43;0;15;14;0;0;14;0;208401;380;1246;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;104;0;0;0;0;14;5;0;0;1;7;19;14;0;4;8;0;0;2;0;208401;380;1246;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1971
BU04170327;BU04170327;Steenbergen;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;340;17;466;49799;16303;False;34;21;6;1;0;7;150;34;0;13;12;0;0;9;0;481162;393;1034;0;0;0;0;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;200;0;0;0;0;23;10;1;0;2;9;65;23;0;9;11;0;0;3;0;481162;393;1034;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1972
BU04170328;BU04170328;Zevenend;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;2215;204;2397;245446;23652;False;40;22;8;1;0;9;750;40;0;16;15;0;0;9;0;2623959;467;1095;0;0;0;0;0;2215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;2059;0;0;0;0;7;2;0;0;1;4;50;7;0;2;4;0;0;1;0;2623959;467;1095;0;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1973
BU04170329;BU04170329;Zwarte Berg;WK041703;Laren;GM0417;Laren;Noord-Holland Zuid;Noord-Holland;296;19;381;48742;10956;False;45;30;7;1;0;8;140;45;0;16;16;0;0;13;0;511252;382;1344;0;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;273;0;0;0;0;14;5;1;0;2;7;21;14;0;4;8;0;0;2;0;511252;382;1344;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1974
BU04570001;BU04570001;Centrum;WK045700;Binnenstad;GM0457;Weesp;Noord-Holland Zuid;Noord-Holland;1195;180;1521;114912;42355;False;30;16;6;0;0;7;1040;30;0;12;12;0;0;6;0;1434732;424;943;0;0;0;0;0;1195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1138;0;0;0;0;17;4;0;0;3;10;198;17;0;3;11;0;0;3;0;1434732;424;943;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2087
