BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU04020602';'WK040206';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';1066;47;21326.0793;0;8999.34557;0;0;11258.6571;30325.4249;0;0;2174139.07;5255
'BU04020603';'WK040206';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';1916;142;28010.7511;0;24599.7742;0;0;19494.6687;52610.5252;0;0;3309354.58;5256
'BU04020604';'WK040206';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';2251;84;35618.3328;0;24336.7114;0;0;23556.9806;59955.0441;0;0;3377979.96;5257
'BU04020605';'WK040206';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';2403;226;32560.4239;0;42023.6882;0;0;26093.7771;74584.1121;0;0;4974834.76;5258
'BU04020606';'WK040206';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';204;4;3646.9133;0;2470.49003;0;0;2154.81906;6117.40333;0;0;320369.454;5259
'BU04020701';'WK040207';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';890;38;31019.7828;0;0;0;0;10359.4395;31019.7828;0;0;2322982.8;5260
'BU04020702';'WK040207';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';767;82;24615.7487;0;0;0;0;8820.42387;24615.7487;0;0;1572222.11;5261
'BU04020703';'WK040207';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';3684;276;95280.0374;0;0;0;0;37942.2917;95280.0374;0;0;5124973.66;5262
'BU04020704';'WK040207';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';9;2;471.756956;0;0;0;0;113.248489;471.756956;0;0;85951.8742;5263
'BU04020801';'WK040208';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';1827;86;54501.4876;0;2591.37963;0;0;21250.5398;57092.8673;0;0;3167094.17;5264
'BU04020901';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';12;22;574.024295;0;0;0;0;139.357705;574.024295;0;0;442038.672;5265
'BU04020902';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';0;5;0;0;0;0;0;0;0;0;0;55191.9189;5266
'BU04020903';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';19;35;575.093942;0;211.831071;0;0;217.266205;786.925013;0;0;919901.119;5267
'BU04020904';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';37;13;1859.26003;0;0;0;0;464.355685;1859.26003;0;0;376988.681;5268
'BU04020905';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';134;87;4263.26396;0;288.130592;0;0;1485.96978;4551.39456;0;0;1406976.66;5269
'BU04020906';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';6;2;331.881863;0;0;0;0;76.3542881;331.881863;0;0;75618.1048;5270
'BU04020907';'WK040209';'Hilversum';'Noord-Holland Zuid';'Noord-Holland';4;7;196.098689;0;0;0;0;44.7725197;196.098689;0;0;63606.9212;5271
'BU04060001';'WK040600';'Huizen';'Noord-Holland Zuid';'Noord-Holland';1673;229;17061.7313;0;37860.7229;0;0;17713.3002;54922.4542;0;0;4141292.11;5346
'BU04060002';'WK040600';'Huizen';'Noord-Holland Zuid';'Noord-Holland';1250;66;24905.3087;0;16144.9493;0;0;13903.9215;41050.258;0;0;2590469.84;5347
'BU04060103';'WK040601';'Huizen';'Noord-Holland Zuid';'Noord-Holland';1008;34;21163.3909;0;15209.7686;0;0;11617.5022;36373.1595;0;0;2322991.49;5348
'BU04060204';'WK040602';'Huizen';'Noord-Holland Zuid';'Noord-Holland';94;2;5172.76544;0;0;0;0;1219.34091;5172.76544;0;0;486093.027;5349
