bron_naam;bron_id;x_coord;y_coord;ingebruik;uitgebruik;MWth_max;bron_vol;bron_cap;T_bron;Ki_kW_min;Ki_kW_max;K_GJ;capaciteit_benuttingsfactor;SourceType
Onbekend slachthuis 719;4405;4.81572;52.4569;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
Onbekend slachthuis 720;4406;4.81598;52.4631;1999;1999;3;0.7;0.3;30;50;250;0;0.0364884737;LT
Onbekend slachthuis 721;4407;4.78392;52.4955;1999;1999;3;0.7;0.3;30;50;250;0;0.32515392;LT
Onbekend slachthuis 722;4408;4.8057;52.4406;1999;1999;3;0.7;0.3;30;50;250;0;0.242094;LT
Onbekend slachthuis 723;4409;4.85371;52.4191;1999;1999;3;0.7;0.3;30;50;250;0;0.00500892105;LT
Onbekend slachthuis 724;4410;4.85371;52.4191;1999;1999;3;0.7;0.3;30;50;250;0;0.00500892105;LT
Yakhlaf VOF;4450;4.81682;52.4298;1999;1999;3;0.7;0.3;30;50;250;0;0.100312279;LT
RWZI   Aalsmeer;4456;4.7768;52.2666;1999;1999;0.60474537;0.7;0.3;30;50;250;0;0.11308381;LT
RWZI   Amstelveen;4476;4.89242;52.312;1999;1999;4.60380556;0.7;0.3;30;50;250;0;0.00836265256;LT
RWZI   Amsterdam West;4477;4.79427;52.3983;1999;1999;34.7056111;0.7;0.3;30;50;250;0;0.00247242972;LT
RWZI   Westpoort;4478;4.80063;52.4147;1999;1999;9.9275;0.7;0.3;30;50;250;0;0.0111377619;LT
RWZI   Beverwijk;4494;4.67067;52.4748;1999;1999;16.8419167;0.7;0.3;30;50;250;0;0;LT
RWZI   Blaricum;4496;5.24627;52.2643;1999;1999;2.23513889;0.7;0.3;30;50;250;0;0.131046938;LT
RWZI   Oosthuizen;4534;4.98899;52.584;1999;1999;0.383166667;0.7;0.3;30;50;250;0;1.00033472;LT
RWZI   Haarlem Schalkwijk;4558;4.67165;52.3681;1999;1999;1.93518518;0.7;0.3;30;50;250;0;0.30702488;LT
RWZI   Haarlem Waarderpolder;4559;4.66549;52.3973;1999;1999;6.0474537;0.7;0.3;30;50;250;0;0.00932317139;LT
RWZI   Rijsenhout;4560;4.72372;52.2718;1999;1999;1.26996528;0.7;0.3;30;50;250;0;0.108205051;LT
RWZI   Zwaanshoek;4561;4.60503;52.3021;1999;1999;2.90277778;0.7;0.3;30;50;250;0;0.000760430043;LT
RWZI   Zwanenburg;4562;4.73606;52.3635;1999;1999;10.0145833;0.7;0.3;30;50;250;0;0.0010821876;LT
RWZI   Heemstede;4569;4.63343;52.3419;1999;1999;1.33043982;0.7;0.3;30;50;250;0;0.704069147;LT
RWZI   Hilversum;4586;5.20324;52.2231;1999;1999;4.6;0.7;0.3;30;50;250;0;0.538524684;LT
RWZI   Huizen;4598;5.24044;52.3086;1999;1999;1.59652778;0.7;0.3;30;50;250;0;0.152949438;LT
RWZI   Uithoorn;4743;4.82966;52.24;1999;1999;1.50363889;0.7;0.3;30;50;250;0;0.265475607;LT
RWZI   Velsen;4749;4.66034;52.4589;1999;1999;6.44416667;0.7;0.3;30;50;250;0;0.0309176067;LT
RWZI   Katwoude;4765;5.03159;52.4849;1999;1999;5.66041667;0.7;0.3;30;50;250;0;0.00524846987;LT
RWZI   Weesp;4767;5.02212;52.3177;1999;1999;1.79972222;0.7;0.3;30;50;250;0;0.0724340767;LT
RWZI   Horstermeer;4786;5.09268;52.256;1999;1999;4.51672222;0.7;0.3;30;50;250;0;0.0487332382;LT
RWZI   Zaandam Oost;4793;4.85638;52.4293;1999;1999;5.92166667;0.7;0.3;30;50;250;0;0;LT
Forbo Flooring BV;4838;4.76691;52.4882;1999;1999;24;0.7;0.3;30;50;250;0;0.0119505822;LT
ACS Logistics B V ;4882;4.76356;52.4137;1999;1999;2;0.7;0.3;30;50;250;0;0.335252211;LT
BCS Amsterdam B V ;4883;4.80932;52.4164;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
Freshport BV;4897;4.74132;52.2955;1999;1999;2;0.7;0.3;30;50;250;0;0.0849899211;LT
Frigo Nieuw Vennep BV;4898;4.58951;52.263;1999;1999;2;0.7;0.3;30;50;250;0;0.0780322895;LT
Cornelis Vrolijks Visserij Maatschappij BV;4948;4.58755;52.4562;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
Daalimpex Velsen B V ;4949;4.66352;52.4652;1999;1999;2;0.7;0.3;30;50;250;0;0.00858369474;LT
Haasnoot Pelagic Import BV;4950;4.58085;52.4565;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
J  Kloos Holland BV   Van Maanen;4951;4.59216;52.4603;1999;1999;2;0.7;0.3;30;50;250;0;0.571603863;LT
BCS Amsterdam BV;4972;4.80806;52.415;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
Vriescentrum Vink Beverwijk BV;4978;4.66589;52.4729;1999;1999;2;0.7;0.3;30;50;250;0;0.0776283158;LT
Kloosterboer IJmuiden BV;5010;4.58204;52.4618;1999;1999;2;0.7;0.3;30;50;250;0;0.317710303;LT
Albert Heijn BV;5017;4.80442;52.427;1999;1999;2;0.7;0.3;30;50;250;0;0.100312279;LT
W_Gemaal_761;5351;4.62853;52.3019;1999;1999;1;0.7;0.3;30;50;250;0;0.421441816;LT
W_Gemaal_764;5352;4.68573;52.3005;1999;1999;1;0.7;0.3;30;50;250;0;1.0559196;LT
W_Gemaal_771;5353;4.59645;52.2918;1999;1999;1;0.7;0.3;30;50;250;0;0.000760430043;LT
W_Gemaal_802;5354;4.56912;52.2638;1999;1999;1;0.7;0.3;30;50;250;0;0.0780322895;LT
W_Gemaal_743;5383;4.90526;52.3357;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
W_Gemaal_633;5394;5.00631;52.5275;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
W_Gemaal_635;5402;5.02404;52.5222;1999;1999;2;0.7;0.3;30;50;250;0;0.169010684;LT
W_Gemaal_639;5403;4.98726;52.5158;1999;1999;2;0.7;0.3;30;50;250;0;0.9269154;LT
W_Gemaal_647;5425;4.7929;52.5087;1999;1999;2;0.7;0.3;30;50;250;0;0.145475526;LT
W_Gemaal_653;5426;4.7753;52.5032;1999;1999;2;0.7;0.3;30;50;250;0;0.578554934;LT
W_Gemaal_783;5428;4.78717;52.2795;1999;1999;3;0.7;0.3;30;50;250;0;0.398937927;LT
W_Gemaal_800;5429;4.77416;52.2668;1999;1999;3;0.7;0.3;30;50;250;0;0.11308381;LT
W_Gemaal_39;5438;4.84202;52.3;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
W_Gemaal_750;5439;4.81891;52.3183;1999;1999;3;0.7;0.3;30;50;250;0;0.1349985;LT
W_Gemaal_36;5440;4.99089;52.3053;1999;1999;3;0.7;0.3;30;50;250;0;0.970201447;LT
W_Gemaal_38;5441;4.82598;52.332;1999;1999;3;0.7;0.3;30;50;250;0;0.1349985;LT
W_Gemaal_40;5442;4.81862;52.3654;1999;1999;3;0.7;0.3;30;50;250;0;0.0339139474;LT
W_Gemaal_695;5443;4.86306;52.4299;1999;1999;3;0.7;0.3;30;50;250;0;0.269812237;LT
W_Gemaal_708;5444;4.90887;52.4086;1999;1999;3;0.7;0.3;30;50;250;0;0.545487158;LT
W_Gemaal_716;5445;4.95317;52.3872;1999;1999;3;0.7;0.3;30;50;250;0;0.131479605;LT
W_Gemaal_735;5446;4.78187;52.346;1999;1999;3;0.7;0.3;30;50;250;0;0.355074316;LT
W_Gemaal_37;5493;4.66427;52.3491;1999;1999;3;0.7;0.3;30;50;250;0;0.842806459;LT
W_Gemaal_41;5494;4.65057;52.2971;1999;1999;3;0.7;0.3;30;50;250;0;0.0350958684;LT
W_Gemaal_43;5495;4.67241;52.3262;1999;1999;3;0.7;0.3;30;50;250;0;0.0837165526;LT
W_Gemaal_44;5496;4.67349;52.4049;1999;1999;3;0.7;0.3;30;50;250;0;0.0543062708;LT
W_Gemaal_45;5497;4.65142;52.2972;1999;1999;3;0.7;0.3;30;50;250;0;0.0350958684;LT
W_Gemaal_763;5498;4.80006;52.302;1999;1999;3;0.7;0.3;30;50;250;0;0.093570348;LT
W_Gemaal_767;5499;4.73416;52.2972;1999;1999;3;0.7;0.3;30;50;250;0;0.0849899211;LT
W_Gemaal_779;5500;4.77688;52.2821;1999;1999;3;0.7;0.3;30;50;250;0;0.00313636842;LT
W_Gemaal_665;5512;4.94637;52.4806;1999;1999;3;0.7;0.3;30;50;250;0;0.127817526;LT
W_Gemaal_658;5559;4.95804;52.4914;1999;1999;3;0.7;0.3;30;50;250;0;0.360408222;LT
W_Gemaal_33;5600;4.67065;52.426;1999;1999;3;0.7;0.3;30;50;250;0;0.353630816;LT
W_Gemaal_684;5618;4.75402;52.4465;1999;1999;3;0.7;0.3;30;50;250;0;0.0756151184;LT
W_Gemaal_688;5619;4.7497;52.4402;1999;1999;3;0.7;0.3;30;50;250;0;0.0756151184;LT
W_Gemaal_689;5620;4.82619;52.4388;1999;1999;3;0.7;0.3;30;50;250;0;0.159564421;LT
W_Gemaal_691;5621;4.82327;52.4369;1999;1999;3;0.7;0.3;30;50;250;0;0.192412845;LT
W_Gemaal_742;5640;4.95071;52.3386;1999;1999;4;0.7;0.3;30;50;250;0;1.06801148;LT
W_Gemaal_714;5645;4.69021;52.3886;1999;1999;4;0.7;0.3;30;50;250;0;0.00545926974;LT
W_Gemaal_718;5646;4.70646;52.3824;1999;1999;4;0.7;0.3;30;50;250;0;0.00636624671;LT
W_Gemaal_806;5647;4.63809;52.2562;1999;1999;4;0.7;0.3;30;50;250;0;0.0220625329;LT
ABN AMRO Datacenter;7150;4.87332;52.3128;1999;1999;13;0.7;0.3;30;50;250;0;0.165767769;LT
ABN AMRO Datacenter;7151;4.87099;52.2968;1999;1999;13;0.7;0.3;30;50;250;0;0.422216915;LT
Dataplace  Graan voor Visch Zuid;7152;4.68455;52.2904;1999;1999;4;0.7;0.3;30;50;250;0;0.237655229;LT
Interxion AMS 10;7153;4.73963;52.2744;1999;1999;26;0.7;0.3;30;50;250;0;0.00186935526;LT
e Shelter  Aviolanda;7154;4.70587;52.2831;1999;1999;40;0.7;0.3;30;50;250;0;0.0335397138;LT
CyrusOne  Polanerpark;7155;4.70078;52.3822;1999;1999;72;0.7;0.3;30;50;250;0;0.00269769956;LT
Cogent Datacenter Amsterdam;7158;4.71715;52.3845;1999;1999;4;0.7;0.3;30;50;250;0;0.00636624671;LT
Atom86;7159;4.75081;52.275;1999;1999;7;0.7;0.3;30;50;250;0;0.175743259;LT
Interxion AMS 3;7160;4.77099;52.2842;1999;1999;10;0.7;0.3;30;50;250;0;0;LT
Interxion AMS 6;7161;4.76599;52.2853;1999;1999;10;0.7;0.3;30;50;250;0;0.00889323158;LT
Interoute Communications Ltd;7162;4.75608;52.2794;1999;1999;13;0.7;0.3;30;50;250;0;0.103254528;LT
Interxion AMS 7;7163;4.76571;52.2814;1999;1999;13;0.7;0.3;30;50;250;0;0.00074902834;LT
Verizon Schiphol;7164;4.80167;52.3223;1999;1999;13;0.7;0.3;30;50;250;0;0.014496668;LT
Interxion AMS 5;7165;4.75428;52.2801;1999;1999;15;0.7;0.3;30;50;250;0;0.256224621;LT
Interxion AMS 8;7166;4.7434;52.2762;1999;1999;15;0.7;0.3;30;50;250;0;0.128693358;LT
NLDC   Oude Meer  Schiphol Rijk ;7167;4.78308;52.2896;1999;1999;15;0.7;0.3;30;50;250;0;0.0331870895;LT
EdgeConnex;7168;4.76611;52.2841;1999;1999;18;0.7;0.3;30;50;250;0;0;LT
Maincubes;7169;4.77286;52.2822;1999;1999;20;0.7;0.3;30;50;250;0;0.0108819355;LT
Digital Realty Trust   De President Business Park  Jan Wijsmullerdreef;7170;4.67687;52.2904;1999;1999;36;0.7;0.3;30;50;250;0;0.0243227654;LT
NLDC   Aalsmeer;7171;4.77336;52.2598;1999;1999;13;0.7;0.3;30;50;250;0;0.0281249879;LT
Coolwave Carrier1  Amsterdam  Amsterdam;7185;4.86341;52.3951;1999;1999;13;0.7;0.3;30;50;250;0;0.0431542403;LT
Eweka DC  Amsterdam;7186;4.82887;52.4084;1999;1999;13;0.7;0.3;30;50;250;0;0.0087435;LT
IS Group  Amsterdam;7187;4.84937;52.396;1999;1999;13;0.7;0.3;30;50;250;0;0.00307934211;LT
Level3 Amsterdam  Amsterdam Zuidoost;7188;4.94859;52.2964;1999;1999;0.277777778;0.7;0.3;30;50;250;0;1.20301427;LT
Nikhef   SARA Amsterdam   TelecityGroup Amsterdam Science Park  Amsterdam;7189;4.95107;52.3543;1999;1999;0.694444444;0.7;0.3;30;50;250;0;0;LT
Pink Roccade  Amsterdam  Amsterdam;7190;4.95304;52.3003;1999;1999;13;0.7;0.3;30;50;250;0;0.154667794;LT
Schuberg Philis   XS4ALL DC2  Amsterdam;7191;4.89222;52.3731;1999;1999;13;0.7;0.3;30;50;250;0;0.208258506;LT
Sorbie  Amsterdam;7192;4.84658;52.3904;1999;1999;13;0.7;0.3;30;50;250;0;0.176733167;LT
Tele2  Amsterdam 1   Amsterdam  Amsterdam;7193;4.95501;52.2992;1999;1999;13;0.7;0.3;30;50;250;0;0.991890006;LT
UPC  Amsterdam;7194;4.84675;52.3942;1999;1999;13;0.7;0.3;30;50;250;0;0.0429679858;LT
Vancis  Amsterdam;7195;4.95427;52.3569;1999;1999;13;0.7;0.3;30;50;250;0;0.0181476134;LT
Viatel  Amsterdam  Amsterdam;7196;4.8404;52.3565;1999;1999;13;0.7;0.3;30;50;250;0;0.130413607;LT
Century Link Amsterdam;7197;4.94542;52.2957;1999;1999;2.25694444;0.7;0.3;30;50;250;0;0.0691163106;LT
Databarn Amsterdam B V ;7199;4.85115;52.3964;1999;1999;0.104166667;0.7;0.3;30;50;250;0;1.59465484;LT
Datacenter com;7200;4.93601;52.3095;1999;1999;2.70833333;0.7;0.3;30;50;250;0;1.00091841;LT
DCA;7201;4.87123;52.3955;1999;1999;13;0.7;0.3;30;50;250;0;0.040090878;LT
Digital Realty Trust   Gyroscoopweg;7202;4.83855;52.3967;1999;1999;1.66666667;0.7;0.3;30;50;250;0;0;LT
Digital Realty Trust   Naritaweg;7203;4.82676;52.3881;1999;1999;1.18055556;0.7;0.3;30;50;250;0;0.307476083;LT
Digital Realty Trust NL   Amsterdam Science Park;7204;4.95096;52.3571;1999;1999;2.84722222;0.7;0.3;30;50;250;0;0;LT
Digital Realty Trust NL   H J E  Wenckebachweg;7205;4.932;52.3365;1999;1999;6.04166667;0.7;0.3;30;50;250;0;0.448195727;LT
Equinix AM1;7206;4.94198;52.3006;1999;1999;1.45833333;0.7;0.3;30;50;250;0;0.308446136;LT
Equinix AM2;7207;4.94198;52.3006;1999;1999;2.01388889;0.7;0.3;30;50;250;0;0.308446136;LT
Equinix AM4;7208;4.96039;52.3546;1999;1999;13;0.7;0.3;30;50;250;0;0.107912034;LT
Equinix AM5;7209;4.94551;52.2938;1999;1999;3.26388889;0.7;0.3;30;50;250;0;0.0691163106;LT
Equinix AM6;7210;4.93307;52.3372;1999;1999;3.26388889;0.7;0.3;30;50;250;0;0.910823324;LT
Equinix AM7;7211;4.93794;52.3031;1999;1999;1.84027778;0.7;0.3;30;50;250;0;0.254417293;LT
Equinix AM8;7212;4.83855;52.3967;1999;1999;1.84027778;0.7;0.3;30;50;250;0;0;LT
euNetworks;7213;4.91947;52.3329;1999;1999;0.416666667;0.7;0.3;30;50;250;0;0;LT
Global Switch;7214;4.82887;52.344;1999;1999;13.6805556;0.7;0.3;30;50;250;0;0.512924541;LT
Globalone;7215;4.83227;52.3857;1999;1999;13;0.7;0.3;30;50;250;0;0.0224791761;LT
Gyrocenter;7216;4.84303;52.4005;1999;1999;0.381944444;0.7;0.3;30;50;250;0;0;LT
Interxion AMS 1   AMS 4;7217;4.84282;52.3999;1999;1999;13;0.7;0.3;30;50;250;0;0.246954176;LT
Interxion AMS 2;7218;4.84354;52.3996;1999;1999;0.381944444;0.7;0.3;30;50;250;0;0;LT
Interxion AMS 9;7219;4.95273;52.3561;1999;1999;0.972222222;0.7;0.3;30;50;250;0;0;LT
KPN Datacenter Amsterdam;7220;4.95511;52.3003;1999;1999;1.04166667;0.7;0.3;30;50;250;0;1.00396657;LT
Nikhef Housing;7221;4.95104;52.3562;1999;1999;13;0.7;0.3;30;50;250;0;0.0352207227;LT
RDC Datacentrum;7222;4.88552;52.3342;1999;1999;13;0.7;0.3;30;50;250;0;0.105232032;LT
Switch Datacenters   Amsterdam;7223;4.93931;52.304;1999;1999;4.54861111;0.7;0.3;30;50;250;0;0.254417293;LT
The Datacenter Group  TDCG    Amsterdam;7224;4.84924;52.3934;1999;1999;1.45833333;0.7;0.3;30;50;250;0;1.59465484;LT
Verizon   Kollenbergweg;7225;4.93562;52.305;1999;1999;0.694444444;0.7;0.3;30;50;250;0;0.413227327;LT
Verizon Joan Muyskenweg;7226;4.91401;52.3324;1999;1999;0.694444444;0.7;0.3;30;50;250;0;0;LT
XS4ALL DC2;7227;4.88689;52.3363;1999;1999;13;0.7;0.3;30;50;250;0;0.194400644;LT
Alticom Haarlem;7292;4.6699;52.388;1999;1999;13;0.7;0.3;30;50;250;0;0.0149386215;LT
EvoSwitch;7293;4.66473;52.3917;1999;1999;13;0.7;0.3;30;50;250;0;0.0230245263;LT
Cellnex  vml Alticom ;7310;5.16496;52.2424;1999;1999;0.1;0.7;0.3;30;50;250;0;1.00658462;LT
NEP  vml TCN ;7312;5.17266;52.2351;1999;1999;0.7;0.7;0.3;30;50;250;0;1.03170227;LT
Ericsson   Redbee Broadcast Services;7313;5.16913;52.2413;1999;1999;1.06395548;0.7;0.3;30;50;250;0;1.00658462;LT
KPN Bunker  Bussum;7319;5.1971;52.2704;1999;1999;13;0.7;0.3;30;50;250;0;0.247187071;LT
Global Crossing  Amsterdam;7341;4.93194;52.3347;1999;1999;13;0.7;0.3;30;50;250;0;0.065296336;LT
Colt   Duivendrecht;7342;4.92618;52.3283;1999;1999;13;0.7;0.3;30;50;250;0;0.160818711;LT
Alticom Wormer  Wormer;7393;4.79685;52.4974;1999;1999;13;0.7;0.3;30;50;250;0;0.0408805142;LT
Dataone Datacenter Wormer;7394;4.7976;52.4949;1999;1999;13;0.7;0.3;30;50;250;0;0.0421868441;LT
Interoute  Zandvoort  Zandvoort;7396;4.53405;52.3844;1999;1999;13;0.7;0.3;30;50;250;0;0.17311064;LT
Equinix AM3;7402;4.95904;52.3563;1999;1999;1.45833333;0.7;0.3;30;50;250;0;0.556951074;LT
Alticom;7403;4.88667;52.3363;1999;1999;0.034722222;0.7;0.3;30;50;250;0;0;LT
NLDC;7404;4.78815;52.2926;1999;1999;3.54166667;0.7;0.3;30;50;250;0;0.093570348;LT
