BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H15_CO2_uitstoot;Woning_H16_Nat_meerkost;Woning_H17_Nat_meerkost_CO2;Woning_H18_Nat_meerkost_WEQ;Woning_H19_Waarde_hernieuwbaar_gas;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H15_CO2_uitstoot;Util_H16_Nat_meerkost;Util_H17_Nat_meerkost_CO2;Util_H18_Nat_meerkost_WEQ;Util_H19_Waarde_hernieuwbaar_gas;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;nr_OrgEntity
BU19420206;BU19420206;Ooster Eng-Zuid;WK194202;Eng;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;1277;437;1573;False;32;19;6;0;0;7;827;32;0;29;8;0;0;-6;0;1173826;362;747;0;0;0;0;0;0;1277;0;0;0;0;0;0;0;0;0;0;0;0;0;1277;6;205;233;833;0;0;14;4;1;0;2;7;152;14;0;29;9;0;0;-24;0;1173826;362;747;0;0;0;0;0;0;437;0;0;0;0;0;0;0;0;0;0;0;0;0;437;1295
BU19420207;BU19420207;Midden Eng-Oost;WK194202;Eng;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;802;82;851;False;38;22;7;0;0;9;832;38;0;31;10;0;0;-2;0;600919;375;707;0;0;0;0;0;0;802;0;0;0;0;0;0;0;0;0;0;0;0;0;802;127;33;127;515;0;0;4;1;0;0;0;2;32;4;0;31;3;0;0;-30;0;600919;375;707;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;82;1296
BU19420208;BU19420208;Midden Eng-West;WK194202;Eng;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;701;37;714;False;42;25;7;0;0;10;1298;42;0;33;10;0;0;-2;0;533420;371;748;0;0;0;0;0;0;701;0;0;0;0;0;0;0;0;0;0;0;0;0;701;34;47;149;471;0;0;1;0;0;0;0;1;17;1;0;33;1;0;0;-33;0;533420;371;748;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1297
BU19420209;BU19420209;Wester Eng;WK194202;Eng;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;1070;261;1289;False;30;17;6;0;0;7;661;30;0;28;8;0;0;-7;0;904313;410;702;0;0;0;0;0;0;1070;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;71;199;189;611;0;0;16;5;0;0;2;8;166;16;0;28;10;0;0;-22;0;904313;410;702;0;0;0;0;0;0;261;0;0;0;0;0;0;0;0;0;0;0;0;0;261;1298
BU19420300;BU19420300;Lomanplein;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;392;64;523;False;41;28;6;0;0;7;720;41;0;39;8;0;0;-7;0;563880;357;1078;0;0;0;0;0;0;392;0;0;0;0;0;0;0;0;0;0;0;0;0;392;14;13;19;346;0;0;18;5;0;0;3;9;119;18;0;39;12;0;0;-33;0;563880;357;1078;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;64;1299
BU19420301;BU19420301;Schimmellaan;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;156;46;206;False;37;24;6;0;0;7;514;37;0;35;8;0;0;-6;0;168952;281;821;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;156;0;4;60;92;0;0;20;5;0;0;3;12;96;20;0;35;14;0;0;-28;0;168952;281;821;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1300
BU19420302;BU19420302;Boslaan;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;518;33;676;False;46;32;7;0;0;7;566;46;0;43;8;0;0;-5;0;776786;355;1149;0;0;0;0;0;0;518;0;0;0;0;0;0;0;0;0;0;0;0;0;518;7;3;24;484;0;0;12;4;0;0;2;6;68;12;0;43;8;0;0;-38;0;776786;355;1149;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1301
BU19420303;BU19420303;Koedijk;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;269;15;273;False;61;43;9;0;0;9;614;61;0;52;10;0;0;0;0;355147;404;1302;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;269;6;5;26;232;0;0;1;0;0;0;0;1;2;1;0;52;1;0;0;-52;0;355147;404;1302;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1302
BU19420304;BU19420304;Kom van Bieghel;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;697;123;935;False;29;18;5;0;0;7;690;29;0;29;8;0;0;-7;0;712144;399;762;0;0;0;0;0;0;697;0;0;0;0;0;0;0;0;0;0;0;0;0;697;6;169;232;290;0;0;19;6;0;0;3;10;191;19;0;29;12;0;0;-22;0;712144;399;762;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;123;1303
BU19420305;BU19420305;Meijerkamp;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;213;20;239;False;50;33;8;0;0;9;419;50;0;45;10;0;0;-5;0;270359;401;1132;0;0;0;0;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0;213;2;5;60;146;0;0;9;4;0;0;3;2;41;9;0;45;4;0;0;-40;0;270359;401;1132;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1304
