BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;I12_opp_woningen;I13_opp_utiliteit;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H15_CO2_uitstoot;Woning_H16_Nat_meerkost;Woning_H17_Nat_meerkost_CO2;Woning_H18_Nat_meerkost_WEQ;Woning_H19_Waarde_hernieuwbaar_gas;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H15_CO2_uitstoot;Util_H16_Nat_meerkost;Util_H17_Nat_meerkost_CO2;Util_H18_Nat_meerkost_WEQ;Util_H19_Waarde_hernieuwbaar_gas;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;nr_OrgEntity
BU01640203;BU01640203;Klein Driene;WK016402;Wijk 02 Noord;GM0164;Hengelo;Twente;Overijssel;854;106;893;76570;5009;False;31;16;7;0;0;8;943;31;0;0;15;0;0;16;0;554024;383;621;0;0;834;0;20;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;484;91;65;214;0;0;4;1;0;0;1;2;47;4;0;0;2;0;0;1;0;554024;383;621;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231
BU01640204;BU01640204;t Rot;WK016402;Wijk 02 Noord;GM0164;Hengelo;Twente;Overijssel;73;8;95;10029;2858;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232
BU01640300;BU01640300;Bovenhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;926;10;954;111201;3636;False;40;23;8;0;0;9;543;40;0;0;20;0;2;19;0;974162;504;1021;0;0;851;0;75;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;30;80;790;26;0;0;2;0;0;0;0;1;9;2;0;0;2;0;2;-2;0;974162;504;1021;0;0;9;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;233
BU01640301;BU01640301;Schothorsthoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;278;10;313;47353;4473;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;251;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234
BU01640302;BU01640302;Bartelinkshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;559;8;566;64539;812;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;18;509;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235
BU01640303;BU01640303;Tijertshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;497;6;508;52709;1423;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;451;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236
BU01640304;BU01640304;Sogtoenhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;725;58;891;83653;21553;False;31;17;6;0;0;8;924;31;0;0;18;0;8;5;0;1039969;650;1167;0;0;497;0;228;0;0;0;0;0;0;0;0;228;0;0;0;0;0;0;0;46;39;622;18;0;0;17;4;0;0;2;11;176;17;0;0;16;0;8;-7;0;1039969;650;1167;0;0;57;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;237
BU01640305;BU01640305;Bruninkshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;453;3;454;58372;31;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;418;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238
BU01640306;BU01640306;Middelhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;634;10;638;82077;494;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;17;595;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239
BU01640307;BU01640307;Molendijkhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;687;16;718;90104;3930;False;43;26;8;0;0;9;793;43;0;0;22;0;6;15;0;863683;547;1204;0;0;589;0;98;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;0;13;24;636;14;0;0;2;1;0;0;0;1;18;2;0;0;3;0;6;-7;0;863683;547;1204;0;0;15;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;240
BU01640308;BU01640308;Weijinkshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;498;3;499;55803;26;False;40;22;8;0;0;10;680;40;0;0;20;0;2;18;0;477591;489;959;0;0;465;0;33;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;52;20;418;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;-3;0;477591;489;959;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241
BU01640309;BU01640309;Oosterveld;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;34;39;161;5846;16425;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242
BU01640400;BU01640400;Zwavertshoek;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;531;145;567;67942;4677;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;45;277;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243
BU01640401;BU01640401;Anninks-/Nijhofshoek;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;1102;257;1444;125804;44417;False;32;19;6;0;0;7;514;32;0;0;17;0;5;10;0;1834076;556;1270;0;0;966;0;136;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;59;295;246;502;0;0;17;5;0;0;2;10;105;17;0;0;14;0;5;-2;0;1834076;556;1270;0;0;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244
BU01640402;BU01640402;Groot Driene-Zuid;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;1109;100;1171;152616;7935;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;39;641;379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245
BU01640403;BU01640403;Groot Driene-Noord;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;1641;341;2051;160597;53221;False;29;16;6;0;0;7;571;29;0;0;14;0;0;15;0;2477148;630;1208;0;0;1621;0;20;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;5;36;360;1240;0;0;11;3;0;0;1;7;93;11;0;0;8;0;0;3;0;2477148;630;1208;0;0;340;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;246
BU01640500;BU01640500;Bedrijventerrein Twentekanaal-Zuid II;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;2;8;81;331;10185;False;2;1;0;0;0;0;2;2;0;0;1;0;2;-1;0;53517;446;666;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;52;19;0;0;6;26;28;52;0;0;33;0;2;17;0;53517;446;666;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247
BU01640501;BU01640501;Berflo Es Noord;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;1916;154;2198;189313;36615;False;32;18;7;0;0;8;792;32;0;0;21;0;15;-4;0;3156152;728;1436;0;0;770;0;1146;0;0;0;0;0;0;0;0;1146;0;0;0;0;0;0;0;413;315;485;703;0;0;9;2;0;0;2;5;70;9;0;0;13;0;15;-19;0;3156152;728;1436;0;0;92;0;62;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;248
BU01640502;BU01640502;Berflo Es Zuid;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;721;92;772;83547;6619;False;39;22;8;0;0;9;832;39;0;0;18;0;0;21;0;949588;523;1230;0;0;713;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;148;115;49;409;0;0;5;2;0;0;1;2;47;5;0;0;3;0;0;1;0;949588;523;1230;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249
BU01640503;BU01640503;Bedrijventerrein Twentekanaal-Noord II;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;26;33;198;3564;22280;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250
BU01640504;BU01640504;Veldwijk-Noord;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;551;40;628;44232;9952;False;29;15;6;0;0;8;487;29;0;0;17;0;7;5;0;653129;643;1041;0;0;371;0;180;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;138;39;222;152;0;0;7;2;0;0;1;4;55;7;0;0;8;0;7;-8;0;653129;643;1041;0;0;11;0;29;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;251
BU01640505;BU01640505;Veldwijk-Zuid;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;476;34;586;48487;14187;False;33;18;7;0;0;8;207;33;0;0;16;0;1;16;0;644929;491;1102;0;0;457;0;19;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;89;107;51;229;0;0;16;5;0;0;3;8;41;16;0;0;11;0;1;4;0;644929;491;1102;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252
BU01640506;BU01640506;Boeldershoek;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;7;4;13;1099;682;False;36;25;5;0;0;5;4;36;0;0;27;0;30;-21;0;42340;836;3457;0;0;1;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;1;5;0;0;43;10;0;0;7;25;1;43;0;0;42;0;30;-30;0;42340;836;3457;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253
BU01640600;BU01640600;Bedrijventerrein Twentekanaal-Zuid I;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;26;124;1131;4361;143588;False;1;1;0;0;0;0;6;1;0;0;1;0;2;-2;0;813420;590;720;0;0;6;0;20;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1;5;18;2;0;0;47;15;1;0;5;26;84;47;0;0;32;0;2;13;0;813420;590;720;0;0;120;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;254
BU01640601;BU01640601;Tuindorp t Lansink;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;957;159;2303;105523;174864;False;19;11;4;0;0;4;564;19;0;0;9;0;2;7;0;2055671;407;893;0;0;836;0;121;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;73;149;37;698;0;0;34;11;1;0;4;17;458;34;0;0;22;0;2;9;0;2055671;407;893;0;0;158;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;255
BU01640602;BU01640602;Tuindorp-Zuid;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;1499;209;1701;155124;26229;False;37;21;7;0;0;8;857;37;0;0;20;0;7;10;0;2541628;618;1494;0;0;1202;0;297;0;0;0;0;0;0;0;0;297;0;0;0;0;0;0;0;62;134;123;1180;0;0;10;2;0;0;1;6;72;10;0;0;10;0;7;-7;0;2541628;618;1494;0;0;207;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;256
BU01640603;BU01640603;Bedrijventerrein Twentekanaal-Noord I;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;11;48;172;1757;20875;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257
BU01640604;BU01640604;Nijverheid;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;2266;254;2421;235246;20111;False;39;23;8;0;0;9;578;39;0;0;19;0;3;18;0;3128042;572;1292;0;0;2063;0;203;0;0;0;0;0;0;0;0;203;0;0;0;0;0;0;0;104;290;564;1308;0;0;4;1;0;0;1;3;21;4;0;0;4;0;3;-2;0;3128042;572;1292;0;0;253;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;258
BU01640605;BU01640605;Vikkerhoek;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;338;68;372;47851;4386;False;44;27;8;0;0;9;248;44;0;0;20;0;1;23;0;542645;574;1460;0;0;332;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;9;11;194;124;0;0;7;2;0;0;1;4;14;7;0;0;5;0;1;1;0;542645;574;1460;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259
BU01640606;BU01640606;Bedrijventerrein Zeggershoek;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;3;20;123;526;15506;False;1;1;0;0;0;0;2;1;0;0;3;0;6;-7;0;112314;761;919;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;58;19;1;0;6;32;33;58;0;0;41;0;6;12;0;112314;761;919;0;0;18;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;260
BU01640700;BU01640700;Bedrijventerrein Westermaat-Zuidwest;WK016407;Wijk 07 Woolde;GM0164;Hengelo;Twente;Overijssel;53;183;1264;9039;157402;False;2;2;0;0;0;0;20;2;0;0;2;0;2;-2;0;926964;520;733;0;0;33;0;20;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;6;22;15;10;0;0;78;21;0;0;8;49;217;78;0;0;57;0;2;19;0;926964;520;733;0;0;178;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;261
BU01640701;BU01640701;Woolde;WK016407;Wijk 07 Woolde;GM0164;Hengelo;Twente;Overijssel;800;157;1703;91814;117327;False;20;12;4;0;0;4;249;20;0;0;9;0;0;11;0;1556443;378;914;0;0;798;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;131;118;127;424;0;0;38;17;2;0;3;16;297;38;0;0;22;0;0;16;0;1556443;378;914;0;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262
