BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H15_CO2_uitstoot;Woning_H16_Nat_meerkost;Woning_H17_Nat_meerkost_CO2;Woning_H18_Nat_meerkost_WEQ;Woning_H19_Waarde_hernieuwbaar_gas;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H15_CO2_uitstoot;Util_H16_Nat_meerkost;Util_H17_Nat_meerkost_CO2;Util_H18_Nat_meerkost_WEQ;Util_H19_Waarde_hernieuwbaar_gas;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;nr_OrgEntity
BU04020503;BU04020503;Arenaparkkwartier;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;240;155;1623;False;7;5;1;0;0;1;190;7;0;0;3;0;0;4;0;555623;183;342;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;237;0;0;0;0;80;26;1;0;11;43;853;80;0;0;52;0;0;28;0;555623;183;342;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;956
BU04020504;BU04020504;West-Indiëkwartier;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;98;4;123;False;54;38;7;1;0;8;176;54;0;0;21;0;0;33;0;145094;297;1188;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;94;0;0;0;0;14;6;1;0;1;6;28;14;0;0;8;0;0;6;0;145094;297;1188;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957
BU04020505;BU04020505;Van Riebeeckkwartier;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1933;208;2142;False;29;15;6;0;0;8;1070;29;0;0;14;0;0;15;0;1612640;454;753;0;0;1933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;1825;0;0;0;0;6;2;0;0;1;3;102;6;0;0;4;0;0;2;0;1612640;454;753;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;958
BU04020506;BU04020506;Egelshoek;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;0;2;3;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2596;1425;932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;11;0;0;16;59;7;87;0;0;66;0;0;20;0;2596;1425;932;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;959
BU04020601;BU04020601;Geuzenbuurt;WK040206;Oost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1201;113;1564;False;30;16;6;0;0;7;1251;30;0;0;14;0;0;16;0;1500264;468;959;0;0;1201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1101;0;0;0;0;15;4;0;0;2;9;229;15;0;0;10;0;0;5;0;1500264;468;959;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;960
BU04020602;BU04020602;Electrobuurt;WK040206;Oost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1194;49;1455;False;30;15;6;0;0;8;1350;30;0;0;14;0;0;15;0;1162413;427;799;0;0;1194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;1031;0;0;0;0;13;3;0;0;2;8;200;13;0;0;9;0;0;4;0;1162413;427;799;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;961
BU04020603;BU04020603;Kleine Driftbuurt;WK040206;Oost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1919;140;2272;False;31;16;6;0;0;8;1093;31;0;0;14;0;0;16;0;1686864;401;743;0;0;1919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447;1472;0;0;0;0;12;3;0;0;2;7;144;12;0;0;8;0;0;4;0;1686864;401;743;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;962
BU04020604;BU04020604;Liebergen;WK040206;Oost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;2253;82;2467;False;33;18;7;0;0;9;1219;33;0;0;16;0;0;18;0;1772304;370;719;0;0;2253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445;1808;0;0;0;0;7;2;0;0;1;4;111;7;0;0;4;0;0;3;0;1772304;370;719;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;963
BU04020605;BU04020605;Astronomische Buurt;WK040206;Oost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;2402;226;2864;False;35;20;6;1;0;8;979;35;0;1;16;3;0;14;0;2330867;348;814;0;0;2162;240;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;136;2266;0;0;0;0;14;3;0;0;2;9;126;14;0;1;11;3;0;-1;0;2330867;348;814;0;0;203;23;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;964
BU04020606;BU04020606;Annas Hoeve;WK040206;Oost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;234;4;247;False;34;18;8;0;0;9;343;34;0;0;15;0;0;19;0;115946;291;470;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;15;0;0;0;0;2;1;0;0;0;1;13;2;0;0;1;0;0;1;0;115946;291;470;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;965
BU04020701;BU04020701;Johannes Geradtswegbuurt;WK040207;Noordoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;901;38;1053;False;39;23;7;1;0;8;965;39;0;0;17;0;0;22;0;1014120;399;963;0;0;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;890;0;0;0;0;10;2;0;0;2;6;79;10;0;0;7;0;0;3;0;1014120;399;963;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;966
BU04020702;BU04020702;Erfgooiersbuurt;WK040207;Noordoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;767;82;812;False;39;22;8;1;0;9;1040;39;0;0;18;0;0;21;0;804295;443;991;0;0;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;694;0;0;0;0;5;1;0;0;1;3;39;5;0;0;3;0;0;1;0;804295;443;991;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967
BU04020703;BU04020703;Noord;WK040207;Noordoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;3694;276;3937;False;32;17;7;0;0;8;977;32;0;0;15;0;0;17;0;2876911;436;731;0;0;3694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;3137;0;0;0;0;4;1;0;0;1;3;45;4;0;0;3;0;0;1;0;2876911;436;731;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;968
BU04020704;BU04020704;AZC Crailo;WK040207;Noordoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;8;2;20;False;26;18;4;1;0;4;17;26;0;0;10;0;0;16;0;36367;850;1901;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;58;15;0;0;9;34;11;58;0;0;40;0;0;19;0;36367;850;1901;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;969
BU04020801;BU04020801;Hilversumse Meent;WK040208;Hilversumse Meent;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1829;86;1897;False;41;23;8;1;0;9;562;41;0;0;19;0;0;22;0;1440453;386;760;0;0;1829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;1647;0;0;0;0;3;1;0;0;0;2;14;3;0;0;2;0;0;1;0;1440453;386;760;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970
