Bron_naam;bron_id;x_coord;y_coord;ingebruik;uitgebruik;MWth_max;Bron_vol;Bron_cap;T_bron;Ki_kW_min;Ki_kW_max;K_GJ;capaciteit_benuttingsfactor;SourceType
van der hulst supermarkt bv;;4.6285;52.3601;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00625439;LT
albert heijn bv;;5.15571;52.2145;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.04397179;LT
albert heijn bv;;5.17562;52.222;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.82660547;LT
albert heijn bv;;5.14075;52.2161;1999;1999;0.485872099;0.7;0.3;30;50;250;0;1.00189411;LT
albert heijn bv;;5.16792;52.2155;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.0891999;LT
albert heijn bv;;5.19209;52.2324;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.0204039;LT
albert heijn hilversumse meent bv;;5.13773;52.2708;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.01347712;LT
c  van dam hilversum bv;;5.18845;52.2329;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.0204039;LT
florijn supermarkt;;5.17605;52.238;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.03170227;LT
hoogvliet bv;;5.19209;52.2324;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.0204039;LT
hoogvliet bv;;5.15652;52.2106;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00636098;LT
hoogvliet bv;;5.17847;52.2263;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.05252562;LT
plus hilversum;;5.19483;52.2187;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0.538524684;LT
stationsfoodstore bv;;5.18129;52.2266;1999;1999;0.485872099;0.7;0.3;30;50;250;0;1.05252562;LT
vaartjes  supermarkt tarthorst bv;;5.19919;52.2115;1999;1999;0.485872099;0.7;0.3;30;50;250;0;1.01790141;LT
vers supermarkt jan jongerius bv;;5.16009;52.2102;1999;1999;0.048587222;0.7;0.3;30;50;250;0;1.00636098;LT
albert heijn bv;;5.23497;52.2972;1999;1999;0.485872099;0.7;0.3;30;50;250;0;0.798473177;LT
albert heijn bv;;5.26297;52.2945;1999;1999;0.485872099;0.7;0.3;30;50;250;0;1.00152267;LT
boni markten bv;;5.25416;52.3025;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00380836;LT
coop supermarkten bv;;5.2454;52.2903;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00057354;LT
jumbo supermarkten bv;;5.25441;52.2919;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00057354;LT
lidl nederland gmbh;;5.23859;52.3046;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.24499107;LT
deen winkels bv;;4.91344;52.4297;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00615315;LT
plemp super bv;;4.91464;52.4289;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00615315;LT
supermarkt klaverweide bv;;4.87836;52.4373;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.08309238;LT
plus retail bv;;4.90175;52.2971;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00102288;LT
supermarkt sluisplein bv;;4.91456;52.2972;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00102288;LT
vof wagner;;4.93969;52.3327;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00003389;LT
albert heijn bv;;4.95926;52.51;1999;1999;0.485872099;0.7;0.3;30;50;250;0;0;LT
deen winkels bv;;4.96925;52.5089;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.08941601;LT
deen winkels bv;;4.9528;52.5105;1999;1999;1.13370154;0.7;0.3;30;50;250;0;1.05794551;LT
deen winkels bv;;4.96955;52.4942;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.0031035;LT
deen winkels bv;;4.93861;52.4968;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.01306836;LT
lidl nederland gmbh;;4.9556;52.5089;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.05794551;LT
ligthart supermarkt vof;;4.96129;52.5201;1999;1999;0.048587222;0.7;0.3;30;50;250;0;1.01559353;LT
plus;;4.95293;52.4945;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0.395351021;LT
vomar voordeelmarkt bv;;4.96005;52.5128;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0;LT
vomar voordeelmarkt bv;;4.96909;52.4937;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.0031035;LT
albert heijn bv;;4.82677;52.2462;1999;1999;0.485872099;0.7;0.3;30;50;250;0;1.00074153;LT
aldi;;4.81561;52.2423;1999;1999;0.048587222;0.7;0.3;30;50;250;0;1.01184823;LT
coop supermarkten bv;;4.8305;52.2329;1999;1999;0.113370123;0.7;0.3;30;50;250;0;0.175055299;LT
j g  reurings uithoorn bv;;4.82785;52.2465;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00074153;LT
supermarkt jos van den berg bv;;4.82876;52.2325;1999;1999;0.485872099;0.7;0.3;30;50;250;0;0.175055299;LT
deka supermarkten bv;;4.59474;52.4491;1999;1999;0.113370123;0.7;0.3;30;50;250;0;0;LT
deka supermarkten bv;;4.64543;52.472;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00490413;LT
deka supermarkten bv;;4.62992;52.4177;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00149359;LT
deka supermarkten bv;;4.64471;52.4333;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00227883;LT
ah landwaart kortenhoef bv;;5.11271;52.2401;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0.157016291;LT
albert heijn bv;;5.04494;52.2642;1999;1999;0.113370123;0.7;0.3;30;50;250;0;0.22578274;LT
boni markten bv;;5.14333;52.1958;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.97300659;LT
golff van kommer hilversum bv;;5.14044;52.1979;1999;1999;0.048587222;0.7;0.3;30;50;250;0;2.37483241;LT
jumbo supermarkten bv;;5.11456;52.2398;1999;1999;0.048587222;0.7;0.3;30;50;250;0;1.02103518;LT
supermarkt gebroeders van de bunt bv;;5.13879;52.2;1999;1999;0.113370123;0.7;0.3;30;50;250;0;2.37483241;LT
albert heijn bv;;4.85143;52.4352;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.32270403;LT
albert heijn bv;;4.83692;52.4441;1999;1999;0.485872099;0.7;0.3;30;50;250;0;1.02912545;LT
albert heijn bv;;4.81739;52.4381;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0;LT
albert heijn bv;;4.75224;52.4887;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.31575009;LT
albert heijn bv;;4.80256;52.4484;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.05484616;LT
coop supermarkten bv;;4.77234;52.4641;1999;1999;0.048587222;0.7;0.3;30;50;250;0;1.00777959;LT
coop supermarkten bv;;4.75328;52.5034;1999;1999;0.048587222;0.7;0.3;30;50;250;0;2.47784771;LT
coop supermarkten bv;;4.74048;52.4673;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00335775;LT
coop supermarkten bv;;4.80035;52.4574;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.02835852;LT
coop supermarkten bv;;4.78659;52.4948;1999;1999;0.113370123;0.7;0.3;30;50;250;0;0.32515392;LT
deen winkels bv;;4.74766;52.4742;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.14571539;LT
deen winkels bv;;4.81248;52.4387;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0;LT
deka supermarkten bv;;4.78068;52.4374;1999;1999;0.113370123;0.7;0.3;30;50;250;0;20.9080127;LT
deka supermarkten bv;;4.80035;52.4574;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.02835852;LT
deka supermarkten bv;;4.83558;52.4679;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00011939;LT
deka supermarkten bv;;4.83046;52.4392;1999;1999;0.048587222;0.7;0.3;30;50;250;0;0;LT
deka supermarkten bv;;4.82241;52.4481;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00073705;LT
lidl nederland gmbh;;4.7407;52.4662;1999;1999;0.048587222;0.7;0.3;30;50;250;0;1.00335775;LT
vomar voordeelmarkt bv;;4.75224;52.4887;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.31575009;LT
vomar voordeelmarkt bv;;4.82299;52.4385;1999;1999;0.242936049;0.7;0.3;30;50;250;0;0;LT
vomar voordeelmarkt bv;;4.85044;52.4392;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.32270403;LT
albert heijn bv;;4.53104;52.3718;1999;1999;0.242936049;0.7;0.3;30;50;250;0;1.00007788;LT
deka supermarkten bv;;4.52982;52.3711;1999;1999;0.113370123;0.7;0.3;30;50;250;0;1.00007788;LT
onbekend slachthuis 39;;4.80731;52.3646;1999;1999;3;0.7;0.3;30;50;250;0;0.570652763;LT
onbekend slachthuis 40;;4.80161;52.408;1999;1999;3;0.7;0.3;30;50;250;0;0.234780132;LT
onbekend slachthuis 41;;4.83235;52.3729;1999;1999;3;0.7;0.3;30;50;250;0;1.07639374;LT
onbekend slachthuis 42;;4.77244;52.3526;1999;1999;3;0.7;0.3;30;50;250;0;0.400239908;LT
onbekend slachthuis 43;;4.79229;52.3928;1999;1999;3;0.7;0.3;30;50;250;0;0.183708184;LT
onbekend slachthuis 44;;4.86748;52.3763;1999;1999;3;0.7;0.3;30;50;250;0;0.286113254;LT
onbekend slachthuis 45;;4.78308;52.391;1999;1999;3;0.7;0.3;30;50;250;0;0.0975055263;LT
onbekend slachthuis 46;;4.86748;52.3763;1999;1999;3;0.7;0.3;30;50;250;0;0.286113254;LT
onbekend slachthuis 47;;4.79229;52.3928;1999;1999;3;0.7;0.3;30;50;250;0;0.183708184;LT
onbekend slachthuis 48;;4.8308;52.359;1999;1999;3;0.7;0.3;30;50;250;0;0.212320289;LT
onbekend slachthuis 50;;4.77244;52.3526;1999;1999;3;0.7;0.3;30;50;250;0;0.400239908;LT
onbekend slachthuis 51;;4.80191;52.3583;1999;1999;3;0.7;0.3;30;50;250;0;0.934909041;LT
onbekend slachthuis 52;;4.87741;52.3845;1999;1999;3;0.7;0.3;30;50;250;0;0.567670289;LT
onbekend slachthuis 53;;4.82159;52.3554;1999;1999;3;0.7;0.3;30;50;250;0;1.27578435;LT
onbekend slachthuis 54;;4.84046;52.3764;1999;1999;3;0.7;0.3;30;50;250;0;1.00073271;LT
onbekend slachthuis 55;;4.80161;52.408;1999;1999;3;0.7;0.3;30;50;250;0;0.234780132;LT
onbekend slachthuis 57;;4.86748;52.3763;1999;1999;3;0.7;0.3;30;50;250;0;0.286113254;LT
onbekend slachthuis 58;;4.87741;52.3845;1999;1999;3;0.7;0.3;30;50;250;0;0.567670289;LT
onbekend slachthuis 101;;4.67228;52.4764;1999;1999;3;0.7;0.3;30;50;250;0;0.490548884;LT
onbekend slachthuis 102;;4.67044;52.4657;1999;1999;3;0.7;0.3;30;50;250;0;0.0136079211;LT
onbekend slachthuis 106;;5.26408;52.2834;1999;1999;3;0.7;0.3;30;50;250;0;0.429584383;LT
onbekend slachthuis 189;;5.0804;52.5071;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
onbekend slachthuis 190;;5.08077;52.5069;1999;1999;3;0.7;0.3;30;50;250;0;0.0436493947;LT
onbekend slachthuis 193;;5.03777;52.5158;1999;1999;3;0.7;0.3;30;50;250;0;0.0682884474;LT
onbekend slachthuis 194;;5.03914;52.5156;1999;1999;3;0.7;0.3;30;50;250;0;0.000518932749;LT
onbekend slachthuis 245;;5.14583;52.2807;1999;1999;3;0.7;0.3;30;50;250;0;0.0762286842;LT
onbekend slachthuis 246;;5.14917;52.2849;1999;1999;3;0.7;0.3;30;50;250;0;0.244698661;LT
onbekend slachthuis 247;;5.16325;52.2948;1999;1999;3;0.7;0.3;30;50;250;0;0.775572036;LT
onbekend slachthuis 258;;4.74918;52.361;1999;1999;3;0.7;0.3;30;50;250;0;0.0151568684;LT
onbekend slachthuis 259;;4.69029;52.2936;1999;1999;3;0.7;0.3;30;50;250;0;0.20631141;LT
onbekend slachthuis 260;;4.68678;52.2412;1999;1999;3;0.7;0.3;30;50;250;0;0.147068947;LT
onbekend slachthuis 261;;4.75025;52.378;1999;1999;3;0.7;0.3;30;50;250;0;0.192703338;LT
onbekend slachthuis 272;;4.60844;52.3289;1999;1999;3;0.7;0.3;30;50;250;0;0.641068039;LT
onbekend slachthuis 303;;5.24475;52.3061;1999;1999;3;0.7;0.3;30;50;250;0;0.224241444;LT
onbekend slachthuis 304;;5.23163;52.3002;1999;1999;3;0.7;0.3;30;50;250;0;0.798473177;LT
onbekend slachthuis 320;;4.92771;52.4844;1999;1999;3;0.7;0.3;30;50;250;0;0.0422415263;LT
onbekend slachthuis 321;;4.9061;52.4559;1999;1999;3;0.7;0.3;30;50;250;0;0.0704335263;LT
onbekend slachthuis 447;;4.98802;52.5024;1999;1999;3;0.7;0.3;30;50;250;0;0.221957908;LT
onbekend slachthuis 448;;4.98614;52.5191;1999;1999;3;0.7;0.3;30;50;250;0;0.0934248474;LT
onbekend slachthuis 449;;4.96089;52.5117;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
onbekend slachthuis 451;;4.94437;52.4915;1999;1999;3;0.7;0.3;30;50;250;0;0.0661425526;LT
onbekend slachthuis 452;;4.98235;52.5041;1999;1999;3;0.7;0.3;30;50;250;0;0.221957908;LT
onbekend slachthuis 651;;4.58979;52.4611;1999;1999;3;0.7;0.3;30;50;250;0;1.00064593;LT
onbekend slachthuis 652;;4.66046;52.4673;1999;1999;3;0.7;0.3;30;50;250;0;0.00858369474;LT
onbekend slachthuis 653;;4.57975;52.4583;1999;1999;3;0.7;0.3;30;50;250;0;0.115351342;LT
onbekend slachthuis 654;;4.58094;52.4566;1999;1999;3;0.7;0.3;30;50;250;0;0.109978237;LT
onbekend slachthuis 655;;4.58094;52.4566;1999;1999;3;0.7;0.3;30;50;250;0;0.109978237;LT
onbekend slachthuis 657;;4.5789;52.4575;1999;1999;3;0.7;0.3;30;50;250;0;0.115351342;LT
onbekend slachthuis 680;;5.03052;52.453;1999;1999;3;0.7;0.3;30;50;250;0;0.387379263;LT
onbekend slachthuis 681;;5.02871;52.4494;1999;1999;3;0.7;0.3;30;50;250;0;0.387379263;LT
onbekend slachthuis 683;;5.02351;52.3202;1999;1999;3;0.7;0.3;30;50;250;0;0.0925157651;LT
onbekend slachthuis 702;;5.04706;52.2574;1999;1999;3;0.7;0.3;30;50;250;0;0.22578274;LT
onbekend slachthuis 703;;5.11294;52.2401;1999;1999;3;0.7;0.3;30;50;250;0;0.157016291;LT
onbekend slachthuis 717;;4.83713;52.4353;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
onbekend slachthuis 718;;4.84251;52.4509;1999;1999;3;0.7;0.3;30;50;250;0;0.376074447;LT
onbekend slachthuis 720;;4.81598;52.4631;1999;1999;3;0.7;0.3;30;50;250;0;0.0364884737;LT
onbekend slachthuis 721;;4.78392;52.4955;1999;1999;3;0.7;0.3;30;50;250;0;0.32515392;LT
onbekend slachthuis 722;;4.8057;52.4406;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
onbekend slachthuis 723;;4.85371;52.4191;1999;1999;3;0.7;0.3;30;50;250;0;0.00423011842;LT
onbekend slachthuis 724;;4.85371;52.4191;1999;1999;3;0.7;0.3;30;50;250;0;0.00423011842;LT
yakhlaf vof;;4.81682;52.4298;1999;1999;3;0.7;0.3;30;50;250;0;0.413929405;LT
rwzi   aalsmeer;;4.7768;52.2666;1999;1999;0.60474537;0.7;0.3;30;50;250;0;0.11308381;LT
rwzi   amstelveen;;4.89242;52.312;1999;1999;4.60380556;0.7;0.3;30;50;250;0;0.00836265255;LT
rwzi   amsterdam west;;4.79427;52.3983;1999;1999;34.7056111;0.7;0.3;30;50;250;0;0.00247242972;LT
rwzi   westpoort;;4.80063;52.4147;1999;1999;9.9275;0.7;0.3;30;50;250;0;0.0111377619;LT
rwzi   blaricum;;5.24627;52.2643;1999;1999;2.23513889;0.7;0.3;30;50;250;0;0.131046938;LT
rwzi   oosthuizen;;4.98899;52.584;1999;1999;0.383166667;0.7;0.3;30;50;250;0;1.00033472;LT
rwzi   haarlem schalkwijk;;4.67165;52.3681;1999;1999;1.93518518;0.7;0.3;30;50;250;0;0.307024881;LT
rwzi   haarlem waarderpolder;;4.66549;52.3973;1999;1999;6.0474537;0.7;0.3;30;50;250;0;0.0093231714;LT
rwzi   rijsenhout;;4.72372;52.2718;1999;1999;1.26996528;0.7;0.3;30;50;250;0;0.108205051;LT
rwzi   zwaanshoek;;4.60503;52.3021;1999;1999;2.90277778;0.7;0.3;30;50;250;0;0.0363235415;LT
rwzi   zwanenburg;;4.73606;52.3635;1999;1999;10.0145833;0.7;0.3;30;50;250;0;0.0010821876;LT
rwzi   heemstede;;4.63343;52.3419;1999;1999;1.33043982;0.7;0.3;30;50;250;0;0.696510614;LT
rwzi   hilversum;;5.20324;52.2231;1999;1999;4.6;0.7;0.3;30;50;250;0;0.538524684;LT
rwzi   huizen;;5.24044;52.3086;1999;1999;1.59652778;0.7;0.3;30;50;250;0;0.224241444;LT
rwzi   uithoorn;;4.82966;52.24;1999;1999;1.50363889;0.7;0.3;30;50;250;0;0.267989614;LT
rwzi   velsen;;4.66034;52.4589;1999;1999;6.44416667;0.7;0.3;30;50;250;0;0.0410552451;LT
rwzi   katwoude;;5.03159;52.4849;1999;1999;5.66041667;0.7;0.3;30;50;250;0;0.00560033163;LT
rwzi   weesp;;5.02212;52.3177;1999;1999;1.79972222;0.7;0.3;30;50;250;0;0.0925157651;LT
rwzi   horstermeer;;5.09268;52.256;1999;1999;4.51672222;0.7;0.3;30;50;250;0;0.0487332382;LT
forbo flooring bv;;4.76691;52.4882;1999;1999;24;0.7;0.3;30;50;250;0;0.0120140658;LT
acs logistics b v ;;4.76356;52.4137;1999;1999;2;0.7;0.3;30;50;250;0;0.335252211;LT
freshport bv;;4.74132;52.2955;1999;1999;2;0.7;0.3;30;50;250;0;0.0120302684;LT
frigo nieuw vennep bv;;4.58951;52.263;1999;1999;2;0.7;0.3;30;50;250;0;0.0780322895;LT
daalimpex velsen b v ;;4.66352;52.4652;1999;1999;2;0.7;0.3;30;50;250;0;0.00858369474;LT
j  kloos holland bv   van maanen;;4.59216;52.4603;1999;1999;2;0.7;0.3;30;50;250;0;1.00064593;LT
vriescentrum vink beverwijk bv;;4.66589;52.4729;1999;1999;2;0.7;0.3;30;50;250;0;0.490548884;LT
kloosterboer ijmuiden bv;;4.58204;52.4618;1999;1999;2;0.7;0.3;30;50;250;0;0;LT
albert heijn bv;;4.80442;52.427;1999;1999;2;0.7;0.3;30;50;250;0;0.413929405;LT
w_gemaal_761;;4.62853;52.3019;1999;1999;1;0.7;0.3;30;50;250;0;0;LT
w_gemaal_764;;4.68573;52.3005;1999;1999;1;0.7;0.3;30;50;250;0;1.00013891;LT
w_gemaal_771;;4.59645;52.2918;1999;1999;1;0.7;0.3;30;50;250;0;0.0363235415;LT
w_gemaal_802;;4.56912;52.2638;1999;1999;1;0.7;0.3;30;50;250;0;0.0780322895;LT
w_gemaal_635;;5.02404;52.5222;1999;1999;2;0.7;0.3;30;50;250;0;0.0682884474;LT
w_gemaal_639;;4.98726;52.5158;1999;1999;2;0.7;0.3;30;50;250;0;0.0934248474;LT
w_gemaal_647;;4.7929;52.5087;1999;1999;2;0.7;0.3;30;50;250;0;0.145475526;LT
w_gemaal_653;;4.7753;52.5032;1999;1999;2;0.7;0.3;30;50;250;0;0.578554934;LT
w_gemaal_783;;4.78717;52.2795;1999;1999;3;0.7;0.3;30;50;250;0;0.398937927;LT
w_gemaal_800;;4.77416;52.2668;1999;1999;3;0.7;0.3;30;50;250;0;0.11308381;LT
w_gemaal_750;;4.81891;52.3183;1999;1999;3;0.7;0.3;30;50;250;0;0.1349985;LT
w_gemaal_36;;4.99089;52.3053;1999;1999;3;0.7;0.3;30;50;250;0;1.00053113;LT
w_gemaal_38;;4.82598;52.332;1999;1999;3;0.7;0.3;30;50;250;0;0.1349985;LT
w_gemaal_40;;4.81862;52.3654;1999;1999;3;0.7;0.3;30;50;250;0;0.0346703947;LT
w_gemaal_695;;4.86306;52.4299;1999;1999;3;0.7;0.3;30;50;250;0;0.2773401;LT
w_gemaal_708;;4.90887;52.4086;1999;1999;3;0.7;0.3;30;50;250;0;0.546593316;LT
w_gemaal_716;;4.95317;52.3872;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
w_gemaal_735;;4.78187;52.346;1999;1999;3;0.7;0.3;30;50;250;0;0.355094579;LT
w_gemaal_37;;4.66427;52.3491;1999;1999;3;0.7;0.3;30;50;250;0;0.692980046;LT
w_gemaal_41;;4.65057;52.2971;1999;1999;3;0.7;0.3;30;50;250;0;0.198722237;LT
w_gemaal_43;;4.67241;52.3262;1999;1999;3;0.7;0.3;30;50;250;0;0.0837165526;LT
w_gemaal_44;;4.67349;52.4049;1999;1999;3;0.7;0.3;30;50;250;0;0.0543062708;LT
w_gemaal_45;;4.65142;52.2972;1999;1999;3;0.7;0.3;30;50;250;0;0.198722237;LT
w_gemaal_763;;4.80006;52.302;1999;1999;3;0.7;0.3;30;50;250;0;0.093012535;LT
w_gemaal_767;;4.73416;52.2972;1999;1999;3;0.7;0.3;30;50;250;0;0.0120302684;LT
w_gemaal_779;;4.77688;52.2821;1999;1999;3;0.7;0.3;30;50;250;0;0.00313636842;LT
w_gemaal_665;;4.94637;52.4806;1999;1999;3;0.7;0.3;30;50;250;0;0.127817526;LT
w_gemaal_658;;4.95804;52.4914;1999;1999;3;0.7;0.3;30;50;250;0;0.395351021;LT
w_gemaal_33;;4.67065;52.426;1999;1999;3;0.7;0.3;30;50;250;0;0.351748342;LT
w_gemaal_684;;4.75402;52.4465;1999;1999;3;0.7;0.3;30;50;250;0;0.0291102895;LT
w_gemaal_688;;4.7497;52.4402;1999;1999;3;0.7;0.3;30;50;250;0;0.0291102895;LT
w_gemaal_689;;4.82619;52.4388;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
w_gemaal_691;;4.82327;52.4369;1999;1999;3;0.7;0.3;30;50;250;0;0;LT
w_gemaal_742;;4.95071;52.3386;1999;1999;4;0.7;0.3;30;50;250;0;1.06801148;LT
w_gemaal_714;;4.69021;52.3886;1999;1999;4;0.7;0.3;30;50;250;0;0.00545926974;LT
w_gemaal_718;;4.70646;52.3824;1999;1999;4;0.7;0.3;30;50;250;0;0.00636624671;LT
w_gemaal_806;;4.63809;52.2562;1999;1999;4;0.7;0.3;30;50;250;0;0.0224367039;LT
abn amro datacenter;;4.87332;52.3128;1999;1999;13;0.7;0.3;30;50;250;0;0.174922573;LT
abn amro datacenter;;4.87099;52.2968;1999;1999;13;0.7;0.3;30;50;250;0;0.422216915;LT
dataplace  graan voor visch zuid;;4.68455;52.2904;1999;1999;4;0.7;0.3;30;50;250;0;0.20631141;LT
interxion ams 10;;4.73963;52.2744;1999;1999;26;0.7;0.3;30;50;250;0;0.00186935526;LT
e shelter  aviolanda;;4.70587;52.2831;1999;1999;40;0.7;0.3;30;50;250;0;0.0335397138;LT
cyrusone  polanerpark;;4.70078;52.3822;1999;1999;72;0.7;0.3;30;50;250;0;0.00269769956;LT
cogent datacenter amsterdam;;4.71715;52.3845;1999;1999;4;0.7;0.3;30;50;250;0;0.00636624671;LT
atom86;;4.75081;52.275;1999;1999;7;0.7;0.3;30;50;250;0;0.178864139;LT
interxion ams 6;;4.76599;52.2853;1999;1999;10;0.7;0.3;30;50;250;0;0.00889323158;LT
interoute communications ltd;;4.75608;52.2794;1999;1999;13;0.7;0.3;30;50;250;0;0.101574055;LT
interxion ams 7;;4.76571;52.2814;1999;1999;13;0.7;0.3;30;50;250;0;0.00074902834;LT
verizon schiphol;;4.80167;52.3223;1999;1999;13;0.7;0.3;30;50;250;0;0.014496668;LT
interxion ams 5;;4.75428;52.2801;1999;1999;15;0.7;0.3;30;50;250;0;0.256224621;LT
interxion ams 8;;4.7434;52.2762;1999;1999;15;0.7;0.3;30;50;250;0;0.128693358;LT
nldc   oude meer  schiphol rijk ;;4.78308;52.2896;1999;1999;15;0.7;0.3;30;50;250;0;0.0331870895;LT
maincubes;;4.77286;52.2822;1999;1999;20;0.7;0.3;30;50;250;0;0.0108819355;LT
digital realty trust   de president business park  jan wijsmullerdreef;;4.67687;52.2904;1999;1999;36;0.7;0.3;30;50;250;0;0.0239684035;LT
nldc   aalsmeer;;4.77336;52.2598;1999;1999;13;0.7;0.3;30;50;250;0;0.0281249879;LT
coolwave carrier1  amsterdam  amsterdam;;4.86341;52.3951;1999;1999;13;0.7;0.3;30;50;250;0;0.0517212425;LT
eweka dc  amsterdam;;4.82887;52.4084;1999;1999;13;0.7;0.3;30;50;250;0;0.0087435;LT
is group  amsterdam;;4.84937;52.396;1999;1999;13;0.7;0.3;30;50;250;0;0.00307934211;LT
level3 amsterdam  amsterdam zuidoost;;4.94859;52.2964;1999;1999;0.277777778;0.7;0.3;30;50;250;0;1.20301427;LT
pink roccade  amsterdam  amsterdam;;4.95304;52.3003;1999;1999;13;0.7;0.3;30;50;250;0;0.16218982;LT
schuberg philis   xs4all dc2  amsterdam;;4.89222;52.3731;1999;1999;13;0.7;0.3;30;50;250;0;0.208052599;LT
sorbie  amsterdam;;4.84658;52.3904;1999;1999;13;0.7;0.3;30;50;250;0;0.711090003;LT
tele2  amsterdam 1   amsterdam  amsterdam;;4.95501;52.2992;1999;1999;13;0.7;0.3;30;50;250;0;0.996622348;LT
upc  amsterdam;;4.84675;52.3942;1999;1999;13;0.7;0.3;30;50;250;0;0.140205613;LT
vancis  amsterdam;;4.95427;52.3569;1999;1999;13;0.7;0.3;30;50;250;0;0.0181476134;LT
viatel  amsterdam  amsterdam;;4.8404;52.3565;1999;1999;13;0.7;0.3;30;50;250;0;0.21124002;LT
century link amsterdam;;4.94542;52.2957;1999;1999;2.25694444;0.7;0.3;30;50;250;0;0.0691163107;LT
databarn amsterdam b v ;;4.85115;52.3964;1999;1999;0.104166667;0.7;0.3;30;50;250;0;1.59465484;LT
datacenter com;;4.93601;52.3095;1999;1999;2.70833333;0.7;0.3;30;50;250;0;0;LT
dca;;4.87123;52.3955;1999;1999;13;0.7;0.3;30;50;250;0;0.285850191;LT
digital realty trust   naritaweg;;4.82676;52.3881;1999;1999;1.18055556;0.7;0.3;30;50;250;0;1.02080805;LT
digital realty trust nl   h j e  wenckebachweg;;4.932;52.3365;1999;1999;6.04166667;0.7;0.3;30;50;250;0;0.448195727;LT
equinix am1;;4.94198;52.3006;1999;1999;1.45833333;0.7;0.3;30;50;250;0;0.308446136;LT
equinix am2;;4.94198;52.3006;1999;1999;2.01388889;0.7;0.3;30;50;250;0;0.308446136;LT
equinix am4;;4.96039;52.3546;1999;1999;13;0.7;0.3;30;50;250;0;0.108049142;LT
equinix am5;;4.94551;52.2938;1999;1999;3.26388889;0.7;0.3;30;50;250;0;0.0691163107;LT
equinix am6;;4.93307;52.3372;1999;1999;3.26388889;0.7;0.3;30;50;250;0;1.00003389;LT
equinix am7;;4.93794;52.3031;1999;1999;1.84027778;0.7;0.3;30;50;250;0;1.00194221;LT
global switch;;4.82887;52.344;1999;1999;13.6805556;0.7;0.3;30;50;250;0;0.51292454;LT
globalone;;4.83227;52.3857;1999;1999;13;0.7;0.3;30;50;250;0;0.420923608;LT
interxion ams 1   ams 4;;4.84282;52.3999;1999;1999;13;0.7;0.3;30;50;250;0;0.245072229;LT
