Bron_naam;bron_id;x_coord;y_coord;ingebruik;uitgebruik;MWth_max;Bron_vol;Bron_cap;T_bron;Ki_kW_min;Ki_kW_max;K_GJ;capaciteit_benuttingsfactor;SourceType
kpn datacenter amsterdam;;4.95511;52.3003;1999;1999;1.04166667;0.7;0.3;30;50;250;0;1.00051775;LT
nikhef housing;;4.95104;52.3562;1999;1999;13;0.7;0.3;30;50;250;0;0.0352782874;LT
rdc datacentrum;;4.88552;52.3342;1999;1999;13;0.7;0.3;30;50;250;0;0.10460935;LT
switch datacenters   amsterdam;;4.93931;52.304;1999;1999;4.54861111;0.7;0.3;30;50;250;0;1.00194221;LT
the datacenter group  tdcg    amsterdam;;4.84924;52.3934;1999;1999;1.45833333;0.7;0.3;30;50;250;0;1.59465484;LT
verizon   kollenbergweg;;4.93562;52.305;1999;1999;0.694444444;0.7;0.3;30;50;250;0;0;LT
xs4all dc2;;4.88689;52.3363;1999;1999;13;0.7;0.3;30;50;250;0;0.334195919;LT
alticom haarlem;;4.6699;52.388;1999;1999;13;0.7;0.3;30;50;250;0;0.0149386215;LT
evoswitch;;4.66473;52.3917;1999;1999;13;0.7;0.3;30;50;250;0;0.0230245263;LT
cellnex  vml alticom ;;5.16496;52.2424;1999;1999;0.1;0.7;0.3;30;50;250;0;1.00834276;LT
nep  vml tcn ;;5.17266;52.2351;1999;1999;0.7;0.7;0.3;30;50;250;0;1.03170227;LT
ericsson   redbee broadcast services;;5.16913;52.2413;1999;1999;1.06395548;0.7;0.3;30;50;250;0;1.00834276;LT
kpn bunker  bussum;;5.1971;52.2704;1999;1999;13;0.7;0.3;30;50;250;0;0.247187071;LT
global crossing  amsterdam;;4.93194;52.3347;1999;1999;13;0.7;0.3;30;50;250;0;0.0659663927;LT
colt   duivendrecht;;4.92618;52.3283;1999;1999;13;0.7;0.3;30;50;250;0;0.160818711;LT
alticom wormer  wormer;;4.79685;52.4974;1999;1999;13;0.7;0.3;30;50;250;0;0.0408805142;LT
dataone datacenter wormer;;4.7976;52.4949;1999;1999;13;0.7;0.3;30;50;250;0;0.0421868441;LT
interoute  zandvoort  zandvoort;;4.53405;52.3844;1999;1999;13;0.7;0.3;30;50;250;0;0.17311064;LT
equinix am3;;4.95904;52.3563;1999;1999;1.45833333;0.7;0.3;30;50;250;0;0.59312198;LT
nldc;;4.78815;52.2926;1999;1999;3.54166667;0.7;0.3;30;50;250;0;0.093012535;LT
ResidualHeatSource_c1fc;;4.86248;52.4052;2029;2029;1000000;0.7;0.3;30;50;250;0;9.46501958E-07;LT
