BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;I12_opp_woningen;I13_opp_utiliteit;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H19_Waarde_hernieuwbaar_gas;Woning_H21_CapaciteitsvraagE;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H19_Waarde_hernieuwbaar_gas;Util_H21_CapaciteitsvraagE;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;Util_A30_Aansl_LabelA;Util_A31_Aansl_LabelB;Util_A32_Aansl_LabelC;Util_A33_Aansl_LabelD;Util_A34_Aansl_LabelE;Util_A35_Aansl_LabelF;H15_CO2_uitstoot;H16_Nat_meerkost;H17_Nat_meerkost_CO2;H18_Nat_meerkost_WEQ;nr_OrgEntity
BU01640203;BU01640203;Klein Driene;WK016402;Wijk 02 Noord;GM0164;Hengelo;Twente;Overijssel;854;106;893;76570;5009;False;28980;15458;5823;234;0;7465;995;28980;29534;0;8195;24357;0;-33106;0;1281;0;0;854;0;0;0;0;0;0;0;0;0;0;0;0;854;0;0;0;0;463;77;56;223;0;0;3293;915;89;0;853;1435;47;3293;7587;0;1922;24357;0;-30573;0;143;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;106;0;0;0;0;1726;0;0;0;231
BU01640204;BU01640204;t Rot;WK016402;Wijk 02 Noord;GM0164;Hengelo;Twente;Overijssel;73;8;95;10029;2858;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;232
BU01640300;BU01640300;Bovenhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;926;10;954;111201;3636;False;41566;25150;7376;30;0;9009;599;41566;44192;0;9783;36131;0;-48540;0;1389;0;0;926;0;0;0;0;0;0;0;0;0;0;0;0;926;0;0;0;0;10;78;189;609;0;0;1843;450;15;0;135;1242;9;1843;10219;0;1617;36131;0;-46124;0;104;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;2508;0;0;0;233
BU01640301;BU01640301;Schothorsthoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;278;10;313;47353;4473;False;16918;11789;2432;7;0;2690;306;16918;19167;0;3001;16478;0;-21727;0;417;0;0;278;0;0;0;0;0;0;0;0;0;0;0;0;278;0;0;0;0;1;6;31;122;0;0;1985;724;58;0;394;809;17;1985;5230;0;1088;16478;0;-20811;0;127;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;1122;0;0;0;234
BU01640302;BU01640302;Bartelinkshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;559;8;566;64539;812;False;24153;14394;4385;8;0;5367;363;24153;25565;0;5804;20846;0;-28062;0;839;0;0;559;0;0;0;0;0;0;0;0;0;0;0;0;559;0;0;0;0;1;17;102;424;0;0;564;237;26;0;153;148;5;564;5898;0;384;20846;0;-26564;0;23;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;8;0;0;0;0;1451;0;0;0;235
BU01640303;BU01640303;Tijertshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;497;6;508;52709;1423;False;21603;12775;3936;5;0;4886;938;21603;22866;0;5275;18927;0;-25466;0;746;0;0;497;0;0;0;0;0;0;0;0;0;0;0;0;497;0;0;0;0;2;13;56;425;0;0;1103;530;47;0;311;215;32;1103;5690;0;484;18927;0;-23998;0;41;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;1318;0;0;0;236
BU01640304;BU01640304;Sogtoenhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;725;58;891;83653;21553;False;30176;17689;5540;13;0;6934;1017;30176;32771;0;7527;29852;0;-39975;0;1088;0;0;725;0;0;0;0;0;0;0;0;0;0;0;0;725;0;0;0;0;46;24;143;477;0;0;15401;3822;190;0;1811;9579;176;15401;12006;0;10451;29852;0;-36908;0;614;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;58;0;0;0;0;2075;0;0;0;237
BU01640305;BU01640305;Bruninkshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;453;3;454;58372;31;False;21406;13256;3654;9;0;4486;902;21406;22830;0;4879;18529;0;-24832;0;680;0;0;453;0;0;0;0;0;0;0;0;0;0;0;0;453;0;0;0;0;0;13;77;343;0;0;19;1;0;0;4;14;0;19;5009;0;182;18529;0;-23701;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;1282;0;0;0;238
BU01640306;BU01640306;Middelhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;634;10;638;82077;494;False;30857;19509;5130;16;0;6202;541;30857;33192;0;6763;27038;0;-36135;0;951;0;0;634;0;0;0;0;0;0;0;0;0;0;0;0;634;0;0;0;0;4;17;121;426;0;0;314;28;2;0;59;224;1;314;7338;0;486;27038;0;-34548;0;14;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;1865;0;0;0;239
BU01640307;BU01640307;Molendijkhoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;687;16;718;90104;3930;False;33281;20952;5557;25;0;6747;881;33281;35878;0;7369;29651;0;-39617;0;1031;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;687;0;0;0;0;13;24;154;435;0;0;1280;516;27;0;110;628;18;1280;8547;0;938;29651;0;-37856;0;112;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;16;0;0;0;0;2045;0;0;0;240
BU01640308;BU01640308;Weijinkshoek;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;498;3;499;55803;26;False;21705;12853;3972;19;0;4862;760;21705;22853;0;5264;18417;0;-24828;0;747;0;0;498;0;0;0;0;0;0;0;0;0;0;0;0;498;0;0;0;0;49;18;66;350;0;0;17;2;0;0;3;12;0;17;4979;0;179;18417;0;-23558;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;1283;0;0;0;241
BU01640309;BU01640309;Oosterveld;WK016403;Wijk 03 Hasseler Es;GM0164;Hengelo;Twente;Overijssel;34;39;161;5846;16425;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;242
BU01640400;BU01640400;Zwavertshoek;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;531;145;567;67942;4677;False;25601;16129;4209;52;0;5211;756;25601;27502;0;5718;22746;0;-30365;0;797;0;0;531;0;0;0;0;0;0;0;0;0;0;0;0;531;0;0;0;0;28;44;54;403;0;0;2110;387;24;0;317;1382;15;2110;6553;0;1690;22746;0;-28879;0;133;0;0;145;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0;0;145;0;0;0;0;1570;0;0;0;243
BU01640401;BU01640401;Anninks-/Nijhofshoek;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;1102;257;1444;125804;44417;False;49483;30421;8967;14;0;10081;557;49483;55587;0;11003;51364;0;-68471;0;1653;0;0;1102;0;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;57;90;90;826;0;0;24837;7023;434;0;2736;14644;105;24837;21238;0;16065;51364;0;-63829;0;1266;0;0;257;0;0;0;0;0;0;0;0;0;0;0;0;257;0;0;0;0;0;257;0;0;0;0;3553;0;0;0;244
BU01640402;BU01640402;Groot Driene-Zuid;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;1109;100;1171;152616;7935;False;56780;37423;8646;39;0;10671;775;56780;62042;0;11712;51983;0;-68958;0;1664;0;0;1109;0;0;0;0;0;0;0;0;0;0;0;0;1109;0;0;0;0;49;35;163;830;0;0;4000;1196;108;0;648;2048;22;4000;15349;0;2733;51983;0;-66065;0;226;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;3560;0;0;0;245
BU01640403;BU01640403;Groot Driene-Noord;WK016404;Wijk 04 Groot Driene;GM0164;Hengelo;Twente;Overijssel;1641;341;2051;160597;53221;False;68398;41270;12148;19;0;14962;674;68398;74567;0;16184;66645;0;-88998;0;2462;0;0;1641;0;0;0;0;0;0;0;0;0;0;0;0;1641;0;0;0;0;2;36;134;1466;0;0;23325;6936;448;0;2247;13693;93;23325;25304;0;15113;66645;0;-83737;0;1517;0;0;341;0;0;0;0;0;0;0;0;0;0;0;0;341;0;0;0;0;0;341;0;0;0;0;4611;0;0;0;246
BU01640500;BU01640500;Bedrijventerrein Twentekanaal-Zuid II;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;2;8;81;331;10185;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;247
BU01640501;BU01640501;Berflo Es Noord;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;1916;154;2198;189313;36615;False;76006;43616;15048;41;0;17302;862;76006;81603;0;18668;69430;0;-93694;0;2874;0;0;1916;0;0;0;0;0;0;0;0;0;0;0;0;1916;0;0;0;0;350;103;203;1159;0;0;19927;4476;309;0;3442;11699;70;19927;23498;0;13434;69430;0;-86435;0;1044;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;154;0;0;0;0;4872;0;0;0;248
BU01640502;BU01640502;Berflo Es Zuid;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;721;92;772;83547;6619;False;32143;19227;6000;12;0;6903;905;32143;34676;0;7489;29061;0;-39083;0;1082;0;0;721;0;0;0;0;0;0;0;0;0;0;0;0;721;0;0;0;0;140;113;40;417;0;0;4046;1181;135;0;923;1807;47;4046;9177;0;2364;29061;0;-36556;0;189;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;92;0;0;0;0;2028;0;0;0;249
BU01640503;BU01640503;Bedrijventerrein Twentekanaal-Noord II;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;26;33;198;3564;22280;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;250
BU01640504;BU01640504;Veldwijk-Noord;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;551;40;628;44232;9952;False;19327;10408;3950;21;0;4948;527;19327;20177;0;5302;17329;0;-23482;0;827;0;0;551;0;0;0;0;0;0;0;0;0;0;0;0;551;0;0;0;0;122;37;222;152;0;0;4367;1418;70;0;371;2508;55;4367;6143;0;2802;17329;0;-21907;0;284;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;40;0;0;0;0;1218;0;0;0;251
BU01640505;BU01640505;Veldwijk-Zuid;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;476;34;586;48487;14187;False;20236;11882;3842;66;0;4446;224;20236;22261;0;4881;20349;0;-27255;0;714;0;0;476;0;0;0;0;0;0;0;0;0;0;0;0;476;0;0;0;0;80;106;47;236;0;0;9379;2703;144;0;1733;4799;41;9379;8299;0;5541;20349;0;-24811;0;404;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;34;0;0;0;0;1421;0;0;0;252
BU01640506;BU01640506;Boeldershoek;WK016405;Wijk 05 Berflo Es;GM0164;Hengelo;Twente;Overijssel;7;4;13;1099;682;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;253
BU01640600;BU01640600;Bedrijventerrein Twentekanaal-Zuid I;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;26;124;1131;4361;143588;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;254
BU01640601;BU01640601;Tuindorp t Lansink;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;957;159;2303;105523;174864;False;45729;28039;8253;108;0;9328;605;45729;57375;0;10481;70120;0;-92247;0;1436;0;0;957;0;0;0;0;0;0;0;0;0;0;0;0;957;0;0;0;0;69;106;32;706;0;0;77549;26288;1208;0;10234;39820;458;77549;45906;0;44008;70120;0;-82485;0;4984;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;159;0;0;0;0;4814;0;0;0;255
BU01640602;BU01640602;Tuindorp-Zuid;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;1499;209;1701;155124;26229;False;67640;41516;11913;41;0;14170;956;67640;73476;0;15376;62941;0;-84153;0;2249;0;0;1499;0;0;0;0;0;0;0;0;0;0;0;0;1499;0;0;0;0;58;107;54;1253;0;0;17011;3802;200;0;2400;10608;72;17011;20945;0;11964;62941;0;-78839;0;748;0;0;209;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;209;0;0;0;0;4362;0;0;0;256
BU01640603;BU01640603;Bedrijventerrein Twentekanaal-Noord I;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;11;48;172;1757;20875;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;257
BU01640604;BU01640604;Nijverheid;WK016406;Wijk 06 Wilderinkshoek;GM0164;Hengelo;Twente;Overijssel;2266;254;2421;235246;20111;False;102969;63110;18165;55;0;21639;638;102969;110752;0;23445;91907;0;-123136;0;3399;0;0;2266;0;0;0;0;0;0;0;0;0;0;0;0;2266;0;0;0;0;66;79;341;1473;0;0;10803;2486;131;0;1344;6842;21;10803;27413;0;8120;91907;0;-116637;0;573;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;254;0;0;0;0;6370;0;0;0;258
