BU_CODE;WK_CODE;Gemeente;RES;Provincie;WarmteAllocatieOptie;Aantal_WoningEQ;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;Vraag_Warmte_perhectare;CO2_reductie;Nat_abskosten;Nat_meerkosten;Nat_meerkost_CO2;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;Aansl_aardgas;Aansl_eWP;Aansl_MT;Aansl_LT;Aansl_hWPgroengas;Aansl_HRgroengas;nr_OrgEntity
BU04060817;WK040608;Huizen;Noord-Holland Zuid;Noord-Holland;;1581.76154;1453;128.761538;32;0;0;0;2;15;32;809;645;1933802;-73029;-113;2789106.47;395348.836;1182641.76;1592;29;0;0;0;0;5366
BU04060818;WK040608;Huizen;Noord-Holland Zuid;Noord-Holland;;1582.82308;1366;216.823077;20;0;8;0;1;16;28;1080;1241;1394958;-474655;-383;1791388.11;331526.155;765540.315;948;27;0;471;0;0;5367
BU04060919;WK040609;Huizen;Noord-Holland Zuid;Noord-Holland;;1437.36923;1409;28.3692308;31;0;0;0;2;11;31;1053;437;1536180;-30987;-71;2501495.52;351580.084;884085.123;1460;9;0;0;0;0;5368
BU04061020;WK040610;Huizen;Noord-Holland Zuid;Noord-Holland;;778.253846;750;28.2538462;20;0;12;0;1;11;32;926;747;615400;-233231;-312;852298.344;179232.48;337283.612;460;1;0;317;0;0;5369
BU04061021;WK040610;Huizen;Noord-Holland Zuid;Noord-Holland;;222.569231;221;1.56923077;37;0;0;0;2;12;37;828;59;275633;-1084;-18;457243.503;59720.3802;172597.205;233;0;0;0;0;0;5370
BU04061123;WK040611;Huizen;Noord-Holland Zuid;Noord-Holland;;1492.73077;1478;14.7307692;33;0;0;0;1;11;33;925;428;1666761;-17786;-42;2781365.39;382554.865;998824.68;1509;4;0;0;0;0;5371
BU04061124;WK040611;Huizen;Noord-Holland Zuid;Noord-Holland;;911.446154;821;90.4461538;14;0;12;0;1;14;26;1531;998;614718;-305612;-306;687192.932;180281.235;278310.056;419;31;0;429;0;0;5372
BU04061125;WK040611;Huizen;Noord-Holland Zuid;Noord-Holland;;622.346154;593;29.3461538;21;0;8;0;1;11;29;614;474;522409;-147006;-310;726872.25;141611.343;293923.011;398;2;0;201;0;0;5373
BU04061226;WK040612;Huizen;Noord-Holland Zuid;Noord-Holland;;822.530769;801;21.5307692;31;0;1;0;2;11;32;708;293;953493;-42373;-144;1440055.08;208447.836;614370.427;742;4;0;65;0;0;5374
BU04061231;WK040612;Huizen;Noord-Holland Zuid;Noord-Holland;;120;120;0;38;0;0;0;2;11;38;791;36;153734;-1143;-31;257737.711;33337.3367;102345.324;120;0;0;0;0;0;5375
BU04170320;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;1735.95385;995;740.953846;26;0;0;2;3;30;28;668;3281;3005993;-517406;-158;2514165.8;258523.265;2187976.03;1066;303;0;0;0;0;5390
