BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten
BU00030001;WK000300;Appingedam;Groningen;Groningen;1337;162;62204.1054;0;0;0;0;14620.8986;62204.1054;3477376.55;353338.382;3070289.2
BU00030002;WK000300;Appingedam;Groningen;Groningen;2970;391;114990.437;0;0;0;0;31499.4024;114990.437;6428274.24;761235.557;5909395.36
BU00030007;WK000300;Appingedam;Groningen;Groningen;119;17;6421.35439;0;0;0;0;1343.72481;6421.35439;358970.956;32473.3495;1194512.1
BU00030008;WK000300;Appingedam;Groningen;Groningen;39;19;2409.80074;0;0;0;0;434.05128;2409.80074;134714.333;10489.5726;1273912.35
BU00030009;WK000300;Appingedam;Groningen;Groningen;62;10;3956.32108;0;0;0;0;699.475234;3956.32108;221168.973;16903.9848;731078.561
BU00050000;WK000500;Het Hogeland;Groningen;Groningen;3497;346;150211.942;0;0;0;0;37745.3206;150211.942;8397250.96;912178.582;7669077.96
BU00050001;WK000500;Het Hogeland;Groningen;Groningen;315;18;14818.1075;0;0;0;0;3504.89282;14818.1075;828372.006;84701.5766;2449076.31
BU00050002;WK000500;Het Hogeland;Groningen;Groningen;388;21;20614.8891;0;0;0;0;4344.77559;20614.8891;1152427.67;104998.743;1137100.34
BU00050003;WK000500;Het Hogeland;Groningen;Groningen;42;6;2724.15987;0;0;0;0;475.03088;2724.15987;152287.853;11479.9129;745466.783
BU00050004;WK000500;Het Hogeland;Groningen;Groningen;235;22;0;12887.9516;0;0;0;2309.92367;12887.9516;0;55823.1554;618191.125
BU00050005;WK000500;Het Hogeland;Groningen;Groningen;32;4;2032.93792;0;0;0;0;361.46272;2032.93792;113646.689;8735.34907;560221.527
BU00050006;WK000500;Het Hogeland;Groningen;Groningen;57;4;3484.32024;0;0;0;0;640.776501;3484.32024;194782.859;15485.4321;185753.16
BU00050007;WK000500;Het Hogeland;Groningen;Groningen;43;3;2687.01622;0;0;0;0;488.343402;2687.01622;150211.423;11801.6322;492062.215
BU00090000;WK000900;Groningen;Groningen;Groningen;1823;206;77685.1676;0;0;0;0;19748.1433;77685.1676;4342809.5;477246.797;4277724.32
BU00090001;WK000900;Groningen;Groningen;Groningen;185;13;10015.9524;0;0;0;0;2068.76339;10015.9524;559918.641;49995.1153;542345.296
BU00090002;WK000900;Groningen;Groningen;Groningen;179;11;10336.8811;0;0;0;0;1992.06926;10336.8811;577859.415;48141.6738;611315.288
BU00090003;WK000900;Groningen;Groningen;Groningen;58;3;3523.44933;0;0;0;0;642.135751;3523.44933;196970.28;15518.2806;220359.436
BU00090005;WK000900;Groningen;Groningen;Groningen;26;3;1704.57915;0;0;0;0;293.57424;1704.57915;95290.5523;7094.7108;499495.611
BU00090009;WK000900;Groningen;Groningen;Groningen;166;9;9770.9254;0;0;0;0;1872.01242;9770.9254;546220.971;45240.3;2772348.79
BU00090100;WK000901;Groningen;Groningen;Groningen;295;14;15865.3125;0;0;0;0;3261.23647;15865.3125;886913.575;78813.2147;903526.674
BU00090101;WK000901;Groningen;Groningen;Groningen;40;5;2483.60022;0;0;0;0;443.956405;2483.60022;138839.922;10728.9465;199331.31
BU00090102;WK000901;Groningen;Groningen;Groningen;142;5;7822.13972;0;0;0;0;1560.71665;7822.13972;437278.617;37717.3191;432831.64
BU00090104;WK000901;Groningen;Groningen;Groningen;24;2;1498.77995;0;0;0;0;268.05293;1498.77995;83785.8245;6477.9458;186725.269
BU00090106;WK000901;Groningen;Groningen;Groningen;21;3;1349.34721;0;0;0;0;238.124735;1349.34721;75432.1331;5754.68111;99968.9471
BU00090109;WK000901;Groningen;Groningen;Groningen;60;7;3737.95116;0;0;0;0;664.6932;3737.95116;208961.508;16063.419;1428251.42
BU00100000;WK001000;Delfzijl;Groningen;Groningen;603;310;0;19177.531;0;0;0;5288.07609;19177.531;0;127795.172;2521083.59
BU00100001;WK001000;Delfzijl;Groningen;Groningen;1120;239;51530.2117;0;0;0;0;11994.5409;51530.2117;2880677.23;289868.073;3478867.95
BU00100002;WK001000;Delfzijl;Groningen;Groningen;2975;342;110823.238;0;0;0;0;31255.9397;110823.238;6195316.66;755351.877;5296384.22
BU00100003;WK001000;Delfzijl;Groningen;Groningen;1904;323;0;79757.6878;0;0;0;17902.2062;79757.6878;0;432636.651;3199279.53
BU00100004;WK001000;Delfzijl;Groningen;Groningen;634;12;28751.9957;0;0;0;0;7151.84469;28751.9957;1607313.78;172836.247;1455445.87
BU00100005;WK001000;Delfzijl;Groningen;Groningen;1201;40;47180.5082;0;0;0;0;13202.2618;47180.5082;2637517.12;319054.661;2497570.45
BU00100103;WK001001;Delfzijl;Groningen;Groningen;162;12;9746.32851;0;0;0;0;1799.14267;9746.32851;544845.939;43479.2812;477786.592
BU00100104;WK001001;Delfzijl;Groningen;Groningen;30;5;1937.19351;0;0;0;0;344.10913;1937.19351;108294.32;8315.97065;147870.343
BU00100107;WK001001;Delfzijl;Groningen;Groningen;92;17;5809.58325;0;0;0;0;1034.0389;5809.58325;324771.306;24989.2733;1649469.46
BU00100108;WK001001;Delfzijl;Groningen;Groningen;1;55;68.66959;0;0;0;0;11.49424;68.66959;3838.8145;277.777467;1206685.09
BU00100109;WK001001;Delfzijl;Groningen;Groningen;1;4;59.4371809;0;0;0;0;10.73824;59.4371809;3322.69804;259.507467;116359.488
BU00100200;WK001002;Delfzijl;Groningen;Groningen;412;18;21883.4669;0;0;0;0;4583.35514;21883.4669;1223344.57;110764.416;1280803.63
BU00100201;WK001002;Delfzijl;Groningen;Groningen;177;15;9825.20799;0;0;0;0;1949.40609;9825.20799;549255.513;47110.6471;538666.779
BU00100202;WK001002;Delfzijl;Groningen;Groningen;122;10;6209.66867;0;0;0;0;1358.18587;6209.66867;347137.156;32822.8251;454354.031
BU00100203;WK001002;Delfzijl;Groningen;Groningen;60;1;3663.21381;0;0;0;0;666.142536;3663.21381;204783.49;16098.4446;234452.157
BU00100205;WK001002;Delfzijl;Groningen;Groningen;817;51;42287.5335;0;0;0;0;9004.8573;42287.5335;2363986.69;217617.385;2008703.24
BU00100207;WK001002;Delfzijl;Groningen;Groningen;25;11;1531.27956;0;0;0;0;281.49792;1531.27956;85602.6396;6802.8664;657836.682
BU00100209;WK001002;Delfzijl;Groningen;Groningen;69;45;4321.71908;0;0;0;0;774.329005;4321.71908;241595.703;18712.951;374273.554
BU00100300;WK001003;Delfzijl;Groningen;Groningen;308;14;15343.8029;0;0;0;0;3323.12286;15343.8029;857759.79;80308.8026;799582.387
BU00100301;WK001003;Delfzijl;Groningen;Groningen;530;38;28558.436;0;0;0;0;5897.72762;28558.436;1596493.27;142528.417;1879056.84
BU00100302;WK001003;Delfzijl;Groningen;Groningen;417;18;23012.8192;0;0;0;0;4682.91279;23012.8192;1286478.4;113170.393;1269537.85
BU00100303;WK001003;Delfzijl;Groningen;Groningen;120;6;7174.80466;0;0;0;0;1341.98639;7174.80466;401090.849;32431.3379;409278.939
BU00100304;WK001003;Delfzijl;Groningen;Groningen;78;3;4764.66964;0;0;0;0;887.525513;4764.66964;266357.829;21448.5332;319033.823
BU00100305;WK001003;Delfzijl;Groningen;Groningen;43;4;2694.12312;0;0;0;0;480.970026;2694.12312;150608.718;11623.4423;190834.834
BU00100309;WK001003;Delfzijl;Groningen;Groningen;185;17;11948.5868;0;0;0;0;2095.33105;11948.5868;667958.093;50637.1671;4137502.74
BU00140000;WK001400;Groningen;Groningen;Groningen;2196;596;0;74803.9758;0;0;0;19078.6328;74803.9758;0;461066.96;6666059.97
BU00140001;WK001400;Groningen;Groningen;Groningen;3499;847;0;118295.344;0;0;0;30194.2082;118295.344;0;729693.366;8629969.74
BU00140002;WK001400;Groningen;Groningen;Groningen;2300;191;0;73541.9086;0;0;0;19932.9252;73541.9086;0;481712.358;3112906.52
BU00140003;WK001400;Groningen;Groningen;Groningen;993;118;0;30764.42;0;0;0;8591.98584;30764.42;0;207639.658;1637349.89
BU00140004;WK001400;Groningen;Groningen;Groningen;0;2;0;0;0;0;0;0;0;0;0;116513.191
BU00140005;WK001400;Groningen;Groningen;Groningen;2867;343;0;91279.0804;0;0;0;25213.3726;91279.0804;0;609323.171;3397150.49
BU00140007;WK001400;Groningen;Groningen;Groningen;2;19;133.489635;0;0;0;0;22.5752;133.489635;7462.42912;545.567333;2762030.96
BU00140008;WK001400;Groningen;Groningen;Groningen;73;49;2250.88958;0;0;0;0;719.50888;2250.88958;125830.772;17388.1313;1211027.1
BU00140100;WK001401;Groningen;Groningen;Groningen;551;44;15964.8068;0;0;0;0;5514.8716;15964.8068;892475.575;133276.064;926737.494
BU00140101;WK001401;Groningen;Groningen;Groningen;2869;151;0;97957.5272;0;0;0;25673.8198;97957.5272;0;620450.644;3227280.77
BU00140102;WK001401;Groningen;Groningen;Groningen;789;34;0;28783.5541;0;0;0;6986.54419;28783.5541;0;168841.485;990798.05
BU00140103;WK001401;Groningen;Groningen;Groningen;2526;190;0;76261.5367;0;0;0;21303.8347;76261.5367;0;514842.672;3186760.72
BU00140104;WK001401;Groningen;Groningen;Groningen;1219;123;0;36388.2341;0;0;0;10268.8476;36388.2341;0;248163.816;1366093.07
BU00140105;WK001401;Groningen;Groningen;Groningen;555;21;0;17163.5273;0;0;0;4914.00384;17163.5273;0;118755.093;491832.45
BU00140106;WK001401;Groningen;Groningen;Groningen;1472;181;0;50737.2686;0;0;0;12437.3998;50737.2686;0;300570.494;1854485.12
BU00140107;WK001401;Groningen;Groningen;Groningen;686;119;0;22569.9692;0;0;0;5881.61736;22569.9692;0;142139.086;773603.037
BU00140108;WK001401;Groningen;Groningen;Groningen;1;21;70.4959615;0;0;0;0;11.49424;70.4959615;3940.91357;277.777467;613706.064
BU00140109;WK001401;Groningen;Groningen;Groningen;1;26;51.7049051;0;0;0;0;10.23616;51.7049051;2890.44306;247.373867;1036144.51
BU00140200;WK001402;Groningen;Groningen;Groningen;1377;157;0;49987.7381;0;0;0;12143.7502;49987.7381;0;293473.963;1632393.5
BU00140201;WK001402;Groningen;Groningen;Groningen;2083;126;0;74183.9067;0;0;0;18874.0773;74183.9067;0;456123.535;1881867.52
BU00140202;WK001402;Groningen;Groningen;Groningen;2505;162;0;91851.4565;0;0;0;22201.5981;91851.4565;0;536538.621;2806086.86
BU00140203;WK001402;Groningen;Groningen;Groningen;1322;178;0;38484.5853;0;0;0;11358.097;38484.5853;0;274487.344;1720269.73
BU00140300;WK001403;Groningen;Groningen;Groningen;2358;65;67470.5817;0;0;0;0;22559.387;67470.5817;3771786.72;545185.187;1834608.08
BU00140301;WK001403;Groningen;Groningen;Groningen;4721;142;144523.207;0;0;0;0;44464.1838;144523.207;8079235.38;1074551.11;3643329.78
BU00140302;WK001403;Groningen;Groningen;Groningen;3053;210;0;102337.243;0;0;0;26366.5022;102337.243;0;637190.469;3844037.82
BU00140400;WK001404;Groningen;Groningen;Groningen;2757;104;0;86001.5189;0;0;0;23620.074;86001.5189;0;570818.454;3029517.09
BU00140401;WK001404;Groningen;Groningen;Groningen;1665;45;47305.7946;0;0;0;0;15761.473;47305.7946;2644520.96;380902.263;1548144.87
BU00140402;WK001404;Groningen;Groningen;Groningen;1817;17;0;57917.9204;0;0;0;16650.5141;57917.9204;0;402387.423;1680247.03
BU00140403;WK001404;Groningen;Groningen;Groningen;705;48;21280.1932;0;0;0;0;6719.32594;21280.1932;1189619.95;162383.71;667600.281
BU00140404;WK001404;Groningen;Groningen;Groningen;504;69;14150.0611;0;0;0;0;4759.88379;14150.0611;791026.418;115030.525;761051.416
BU00140500;WK001405;Groningen;Groningen;Groningen;371;9;0;11251.36;0;0;0;3233.59343;11251.36;0;78145.1746;553370.368
BU00140501;WK001405;Groningen;Groningen;Groningen;616;130;3304.56035;0;10852.7915;0;0;5220.33808;14157.3518;184733.798;126158.17;2237927.45
BU00140502;WK001405;Groningen;Groningen;Groningen;8;86;358.076991;0;0;0;0;87.13672;358.076991;20017.4655;2105.80407;2757507.42
BU00140503;WK001405;Groningen;Groningen;Groningen;399;16;3229.18844;0;6011.60983;0;0;3590.01807;9240.79827;180520.306;86758.7701;331994.23
BU00140504;WK001405;Groningen;Groningen;Groningen;0;2;0;0;0;0;0;0;0;0;0;163308.798
BU00140505;WK001405;Groningen;Groningen;Groningen;3;43;184.309996;0;0;0;0;33.20784;184.309996;10303.4238;802.5228;1091061.14
BU00140506;WK001405;Groningen;Groningen;Groningen;11;206;669.340849;0;0;0;0;124.2312;669.340849;37417.9511;3002.254;2359428.75
BU00140507;WK001405;Groningen;Groningen;Groningen;6;38;363.519232;0;0;0;0;66.53808;363.519232;20321.7014;1608.0036;1422341.35
BU00140508;WK001405;Groningen;Groningen;Groningen;8;21;454.642002;0;0;0;0;91.60928;454.642002;25415.7089;2213.89093;905127.004
BU00140509;WK001405;Groningen;Groningen;Groningen;0;4;0;0;0;0;0;0;0;0;0;232301.084
BU00140510;WK001405;Groningen;Groningen;Groningen;10;0;666.198009;0;0;0;0;113.20864;666.198009;37242.2579;2735.87547;354054.426
BU00140511;WK001405;Groningen;Groningen;Groningen;1;2;62.8729956;0;0;0;0;10.9096;62.8729956;3514.76931;263.648667;4835.32872
BU00140600;WK001406;Groningen;Groningen;Groningen;92;65;3667.12201;0;0;0;0;972.56288;3667.12201;205001.969;23503.6029;1913398.89
BU00140601;WK001406;Groningen;Groningen;Groningen;1701;627;0;60864.5012;0;0;0;15231.4315;60864.5012;0;368092.928;2666140.29
BU00140602;WK001406;Groningen;Groningen;Groningen;291;34;0;11473.3178;0;0;0;2713.58;11473.3178;0;65578.1833;469463.953
BU00140603;WK001406;Groningen;Groningen;Groningen;438;83;0;25007.1077;0;0;0;4083.40366;25007.1077;0;98682.2551;1338553.81
BU00140604;WK001406;Groningen;Groningen;Groningen;3295;619;0;119151.17;0;0;0;28521.7909;119151.17;0;689276.615;4281784.11
BU00140605;WK001406;Groningen;Groningen;Groningen;2815;357;83088.0605;0;0;0;0;26585.0394;83088.0605;4644845.73;642471.785;2427654.08
BU00140606;WK001406;Groningen;Groningen;Groningen;1466;202;55920.1388;0;0;0;0;15760.5162;55920.1388;3126085.94;380879.141;2365318.82
BU00140700;WK001407;Groningen;Groningen;Groningen;2754;404;79510.4704;0;0;0;0;26199.7033;79510.4704;4444848.83;633159.497;3467870.68
BU00140701;WK001407;Groningen;Groningen;Groningen;2607;82;78427.0088;0;0;0;0;25738.7632;78427.0088;4384280.41;622020.11;3420507.35
BU00140702;WK001407;Groningen;Groningen;Groningen;297;2;14912.8601;0;0;0;0;3334.19868;14912.8601;833668.929;80576.468;612106.794
BU00140703;WK001407;Groningen;Groningen;Groningen;1;48;54.5200707;0;0;0;0;10.74016;54.5200707;3047.81837;259.553867;1990586.58
BU00140704;WK001407;Groningen;Groningen;Groningen;425;5;19647.5226;0;0;0;0;4803.2056;19647.5226;1098349.28;116077.469;977266.043
BU00140705;WK001407;Groningen;Groningen;Groningen;1;34;61.2290067;0;0;0;0;10.83904;61.2290067;3422.86591;261.943467;186501.079
BU00140800;WK001408;Groningen;Groningen;Groningen;861;230;0;36116.8657;0;0;0;8401.40248;36116.8657;0;203033.893;1524055.31
BU00140801;WK001408;Groningen;Groningen;Groningen;2429;323;86599.0056;0;2939.3836;0;0;26153.0808;89538.3892;4841116.99;632032.787;3803888.14
BU00140802;WK001408;Groningen;Groningen;Groningen;3;1;189.609015;0;0;0;0;33.03232;189.609015;10599.6531;798.281067;516631.929
BU00140803;WK001408;Groningen;Groningen;Groningen;59;3;3172.69756;0;0;0;0;642.014982;3172.69756;177362.314;15515.3621;213207.782
BU00140804;WK001408;Groningen;Groningen;Groningen;17;3;1079.62549;0;0;0;0;192.003295;1079.62549;60353.9641;4640.07964;365627.528
BU00140805;WK001408;Groningen;Groningen;Groningen;28;3;1530.71522;0;0;0;0;301.53496;1530.71522;85571.0919;7287.09487;471452.913
BU00140806;WK001408;Groningen;Groningen;Groningen;703;4;27955.0879;0;0;0;0;7938.67696;27955.0879;1562764.49;191851.36;1235067.84
BU00140807;WK001408;Groningen;Groningen;Groningen;0;15;0;0;0;0;0;0;0;0;0;88650.6586
BU00140808;WK001408;Groningen;Groningen;Groningen;10;146;540.017419;0;0;0;0;108.84984;540.017419;30188.424;2630.5378;1324016.65
BU00140809;WK001408;Groningen;Groningen;Groningen;98;24;5367.10883;0;0;0;0;1078.41907;5367.10883;300035.797;26061.7943;279785.954
BU00140810;WK001408;Groningen;Groningen;Groningen;548;1;22002.2507;0;0;0;0;6156.91552;22002.2507;1229984.9;148792.125;978758.574
BU00140811;WK001408;Groningen;Groningen;Groningen;3;42;184.436582;0;0;0;0;33.7704;184.436582;10310.5003;816.118;878229.202
BU00140812;WK001408;Groningen;Groningen;Groningen;57;3;1704.49617;0;0;0;0;629.445275;1704.49617;95285.9135;15211.5942;171012.341
BU00140900;WK001409;Groningen;Groningen;Groningen;2781;285;76996.1966;0;6679.49562;0;0;28179.8834;83675.6922;4304294.17;681013.849;2384560.8
BU00140901;WK001409;Groningen;Groningen;Groningen;2327;278;70379.009;0;0;0;0;23870.2807;70379.009;3934375.61;576865.118;2777023.62
BU00140902;WK001409;Groningen;Groningen;Groningen;43;136;2252.45069;0;0;0;0;469.28976;2252.45069;125918.043;11341.1692;1825534.63
BU00140903;WK001409;Groningen;Groningen;Groningen;17;58;976.895705;0;0;0;0;187.02824;976.895705;54611.0935;4519.84913;466388.031
BU00140904;WK001409;Groningen;Groningen;Groningen;1022;74;36065.5727;0;0;0;0;11171.2602;36065.5727;2016162.37;269972.121;2294150.63
BU00140905;WK001409;Groningen;Groningen;Groningen;34;3;2113.47551;0;0;0;0;379.60272;2113.47551;118148.957;9173.7324;463155.967
BU00140906;WK001409;Groningen;Groningen;Groningen;1018;8;36223.4661;0;0;0;0;11030.1147;36223.4661;2024989.04;266561.105;1295994.31
BU00140907;WK001409;Groningen;Groningen;Groningen;6;2;309.597838;0;0;0;0;63.7619626;309.597838;17307.3506;1540.9141;101757.23
BU00141000;WK001410;Groningen;Groningen;Groningen;3095;445;95335.0675;0;0;0;0;30346.3301;95335.0675;5329486.31;733369.645;2588292.09
BU00141001;WK001410;Groningen;Groningen;Groningen;2393;297;64951.7412;0;0;0;0;23454.6282;64951.7412;3630976.77;566820.182;1728038.25
BU00141002;WK001410;Groningen;Groningen;Groningen;3225;683;0;93376.9166;0;0;0;28617.5543;93376.9166;0;691590.896;3079567.75
BU00141003;WK001410;Groningen;Groningen;Groningen;4;80;183.713046;0;0;0;0;45.45656;183.713046;10270.0526;1098.53353;2152863.02
BU00141004;WK001410;Groningen;Groningen;Groningen;3;4;194.051574;0;0;0;0;33.37392;194.051574;10848.0041;806.5364;172800.919
BU00141005;WK001410;Groningen;Groningen;Groningen;882;98;0;28322.2958;0;0;0;7754.87184;28322.2958;0;187409.403;741277.908
BU00141100;WK001411;Groningen;Groningen;Groningen;2974;83;107104.816;0;0;0;0;31295.947;107104.816;5987446.86;756318.719;3560846.06
BU00141101;WK001411;Groningen;Groningen;Groningen;3097;54;100853.007;0;0;0;0;31824.4432;100853.007;5637953.92;769090.711;3611226.81
BU00141102;WK001411;Groningen;Groningen;Groningen;1005;12;39499.4475;0;0;0;0;11158.4096;39499.4475;2208125.2;269661.566;1420291.97
BU00141103;WK001411;Groningen;Groningen;Groningen;295;4;0;11120.8686;0;0;0;2882.92;11120.8686;0;69670.5667;323244.235
BU00141104;WK001411;Groningen;Groningen;Groningen;123;143;0;6359.29171;0;0;0;1192.16919;6359.29171;0;28810.7555;358652.941
BU00141105;WK001411;Groningen;Groningen;Groningen;16;39;790.889064;0;0;0;0;174.36336;790.889064;44212.8227;4213.7812;312643.427
BU00141106;WK001411;Groningen;Groningen;Groningen;24;4;1573.00682;0;0;0;0;281.331534;1573.00682;87935.3056;6798.8454;1081657.81
BU00141107;WK001411;Groningen;Groningen;Groningen;1;0;72.0205863;0;0;0;0;11.716;72.0205863;4026.14419;283.136667;54259.0939
BU00141200;WK001412;Groningen;Groningen;Groningen;1810;117;58205.596;0;0;0;0;18705.5926;58205.596;3253849.13;452051.822;1965453.12
BU00141201;WK001412;Groningen;Groningen;Groningen;1580;28;55672.5552;0;0;0;0;16965.204;55672.5552;3112245.35;409992.431;1878885.92
BU00141202;WK001412;Groningen;Groningen;Groningen;818;79;30452.9604;0;0;0;0;8729.26392;30452.9604;1702402.27;210957.211;1163905.47
BU00141203;WK001412;Groningen;Groningen;Groningen;1092;150;38159.5413;0;5048.74861;0;0;11411.2693;43208.2899;2133220.84;275772.342;1911651.37
BU00141204;WK001412;Groningen;Groningen;Groningen;839;106;33053.1399;0;0;0;0;9291.30874;33053.1399;1847759.29;224539.961;2772626.59
BU00141205;WK001412;Groningen;Groningen;Groningen;0;8;0;0;0;0;0;0;0;0;0;159294.97
BU00141206;WK001412;Groningen;Groningen;Groningen;86;0;0;3784.54917;0;0;0;821.32;3784.54917;0;19848.5667;137333.338
BU00141207;WK001412;Groningen;Groningen;Groningen;0;15;0;0;0;0;0;0;0;0;0;1409903.03
BU00141208;WK001412;Groningen;Groningen;Groningen;391;3;13735.1974;0;0;0;0;4281.60288;13735.1974;767834.422;103472.07;535782.082
BU00141209;WK001412;Groningen;Groningen;Groningen;43;6;2414.29597;0;0;0;0;485.052447;2414.29597;134965.629;11722.1008;470768.054
BU00141210;WK001412;Groningen;Groningen;Groningen;216;5;9712.06785;0;0;0;0;2346.97343;9712.06785;542930.676;56718.5245;514178.006
BU00141211;WK001412;Groningen;Groningen;Groningen;513;2;17801.0971;0;0;0;0;5658.05808;17801.0971;995129.136;136736.404;661780.734
BU00141300;WK001413;Groningen;Groningen;Groningen;41;4;2485.42962;0;0;0;0;458.101404;2485.42962;138942.191;11070.7839;198051.657
BU00141301;WK001413;Groningen;Groningen;Groningen;373;14;18113.8501;0;0;0;0;4110.37761;18113.8501;1012612.87;99334.1257;1205284.13
BU00141302;WK001413;Groningen;Groningen;Groningen;30;1;1843.9113;0;0;0;0;336.18448;1843.9113;103079.594;8124.45827;139996.216
BU00141400;WK001414;Groningen;Groningen;Groningen;270;2;9916.12026;0;0;0;0;3005.24144;9916.12026;554337.753;72626.6681;310944.096
BU00141401;WK001414;Groningen;Groningen;Groningen;72;6;4540.04887;0;0;0;0;803.123557;4540.04887;253800.925;19408.8193;510938.046
BU00141402;WK001414;Groningen;Groningen;Groningen;28;7;1875.10505;0;0;0;0;317.69488;1875.10505;104823.408;7677.62627;344534.993
BU00141403;WK001414;Groningen;Groningen;Groningen;0;0;0;0;0;0;0;0;0;0;0;
BU00141404;WK001414;Groningen;Groningen;Groningen;12;0;480.013865;0;0;0;0;132.67616;480.013865;26834.0642;3206.34053;154545.611
BU00141405;WK001414;Groningen;Groningen;Groningen;0;0;0;0;0;0;0;0;0;0;0;
BU00141406;WK001414;Groningen;Groningen;Groningen;0;2;0;0;0;0;0;0;0;0;0;19092.5597
BU00150000;WK001500;Westerkwartier;Groningen;Groningen;1515;157;65749.6163;0;0;0;0;16377.2373;65749.6163;3675580.13;395783.236;4553208.82
BU00150001;WK001500;Westerkwartier;Groningen;Groningen;281;17;15494.8331;0;0;0;0;3141.83247;15494.8331;866202.785;75927.6181;967793.561
BU00150002;WK001500;Westerkwartier;Groningen;Groningen;131;7;7643.35032;0;0;0;0;1475.14156;7643.35032;427283.81;35649.2545;629086.55
BU00150006;WK001500;Westerkwartier;Groningen;Groningen;57;2;3683.38229;0;0;0;0;641.22176;3683.38229;205910.962;15496.1925;460154.321
BU00150007;WK001500;Westerkwartier;Groningen;Groningen;88;2;5203.02982;0;0;0;0;976.435616;5203.02982;290863.34;23597.1941;678277.912
BU00150008;WK001500;Westerkwartier;Groningen;Groningen;120;9;7737.11845;0;0;0;0;1356.6701;7737.11845;432525.7;32786.194;1648954.18
BU00150009;WK001500;Westerkwartier;Groningen;Groningen;77;4;4911.01589;0;0;0;0;875.835395;4911.01589;274538.977;21166.022;1088565.02
BU00150100;WK001501;Westerkwartier;Groningen;Groningen;283;8;15607.8445;0;0;0;0;3152.37143;15607.8445;872520.424;76182.3096;895966.429
BU00150109;WK001501;Westerkwartier;Groningen;Groningen;145;15;9262.7223;0;0;0;0;1637.26035;9262.7223;517811.053;39567.125;2252536.04
BU00150200;WK001502;Westerkwartier;Groningen;Groningen;448;19;22218.0933;0;0;0;0;4954.83906;22218.0933;1242051.08;119741.944;1712626.83
BU00150201;WK001502;Westerkwartier;Groningen;Groningen;99;8;6235.44758;0;0;0;0;1111.2158;6235.44758;348578.266;26854.3818;505472.764
BU00150202;WK001502;Westerkwartier;Groningen;Groningen;222;9;0;11823.0629;0;0;0;2171.29507;11823.0629;0;52472.9643;421564.448
BU00150209;WK001502;Westerkwartier;Groningen;Groningen;372;19;21605.8183;0;0;0;0;4155.5812;21605.8183;1207823.27;100426.546;3431092.31
BU00150300;WK001503;Westerkwartier;Groningen;Groningen;615;33;30736.3349;0;0;0;0;6713.23137;30736.3349;1718243.67;162236.425;1647151.88
BU00150301;WK001503;Westerkwartier;Groningen;Groningen;359;17;18015.611;0;0;0;0;4002.4419;18015.611;1007121.04;96725.6791;1060213.95
BU00150309;WK001503;Westerkwartier;Groningen;Groningen;202;12;12352.184;0;0;0;0;2269.6688;12352.184;690520.258;54850.3293;2138564.12
BU00170000;WK001700;Groningen;Groningen;Groningen;4730;718;215615.304;0;0;0;0;50394.2741;215615.304;12053474.6;1217861.62;10918004.2
BU00170001;WK001700;Groningen;Groningen;Groningen;2219;77;89980.465;0;0;0;0;24223.5404;89980.465;5030149.65;585402.226;4057072.1
BU00170002;WK001700;Groningen;Groningen;Groningen;65;9;4270.81445;0;0;0;0;747.885158;4270.81445;238749.997;18073.8913;573413.132
BU00170003;WK001700;Groningen;Groningen;Groningen;143;1;8291.22814;0;0;0;0;1613.31976;8291.22814;463501.92;38988.5609;841365.547
BU00170004;WK001700;Groningen;Groningen;Groningen;461;36;25201.6362;0;0;0;0;5209.11694;25201.6362;1408839.15;125886.993;1762471.91
BU00170005;WK001700;Groningen;Groningen;Groningen;745;30;27424.4893;0;0;0;0;7934.7889;27424.4893;1533102.6;191757.398;2444116.43
BU00170100;WK001701;Groningen;Groningen;Groningen;170;3;9884.09793;0;0;0;0;1918.25483;9884.09793;552547.619;46357.8251;654781.226
BU00170101;WK001701;Groningen;Groningen;Groningen;189;6;9825.29514;0;0;0;0;2117.56304;9825.29514;549260.386;51174.4402;627421.934
BU00170102;WK001701;Groningen;Groningen;Groningen;48;12;2297.20985;0;0;0;0;504.882069;2297.20985;128420.2;12201.3167;350336.804
BU00170103;WK001701;Groningen;Groningen;Groningen;34;0;2144.58577;0;0;0;0;387.862495;2144.58577;119888.104;9373.34364;180991.691
BU00170106;WK001701;Groningen;Groningen;Groningen;49;210;2894.11778;0;0;0;0;545.358211;2894.11778;161788.956;13179.4901;922650.399
BU00170107;WK001701;Groningen;Groningen;Groningen;133;4;8249.86897;0;0;0;0;1494.61212;8249.86897;461189.831;36119.7928;1193364.18
BU00170108;WK001701;Groningen;Groningen;Groningen;97;29;6154.62213;0;0;0;0;1100.37034;6154.62213;344059.906;26592.2831;1166361.29
BU00170109;WK001701;Groningen;Groningen;Groningen;9;1;548.006325;0;0;0;0;99.7672;548.006325;30635.0253;2411.04067;442000.947
BU00220001;WK002200;Westerkwartier;Groningen;Groningen;263;7;13163.5119;0;0;0;0;2945.08752;13163.5119;735875.666;71172.9484;926909.223
