BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten
BU09880203;WK098802;Weert;Noord- en Midden Limburg;Limburg;117;8;6821.25873;0;0;0;0;1331.42228;6821.25873;381326.682;32176.0385;491837.534
BU09880204;WK098802;Weert;Noord- en Midden Limburg;Limburg;61;6;3465.09658;0;0;0;0;691.32632;3465.09658;193708.205;16707.0527;275764.639
BU09880205;WK098802;Weert;Noord- en Midden Limburg;Limburg;293;7;10565.6805;0;0;0;0;3097.27252;10565.6805;590649.913;74850.7524;504318.491
BU09880301;WK098803;Weert;Noord- en Midden Limburg;Limburg;1191;34;48080.6506;0;0;0;0;13221.3178;48080.6506;2687837.49;319515.18;1448218.74
BU09880302;WK098803;Weert;Noord- en Midden Limburg;Limburg;1;48;54.2966347;0;0;0;0;11.296;54.2966347;3035.3277;272.986667;1235831.47
BU09880303;WK098803;Weert;Noord- en Midden Limburg;Limburg;6;1;378.272265;0;0;0;0;68.644;378.272265;21146.4355;1658.89667;58203.9692
BU09881101;WK098811;Weert;Noord- en Midden Limburg;Limburg;1739;479;49975.8514;0;0;0;0;16602.8989;49975.8514;2793784.31;401236.722;3677196.97
BU09881102;WK098811;Weert;Noord- en Midden Limburg;Limburg;771;118;0;28967.7859;0;0;0;7080.86461;28967.7859;0;171120.895;1487284.21
BU09881201;WK098812;Weert;Noord- en Midden Limburg;Limburg;1121;74;44751.3586;0;0;0;0;11979.9484;44751.3586;2501721.13;289515.419;1328818.81
BU09881301;WK098813;Weert;Noord- en Midden Limburg;Limburg;949;34;33838.2354;0;0;0;0;10147.0459;33838.2354;1891648.24;245220.275;781441.266
BU09881302;WK098813;Weert;Noord- en Midden Limburg;Limburg;1088;105;39421.5496;0;0;0;0;11479.1476;39421.5496;2203770.49;277412.735;1706070.19
BU09881401;WK098814;Weert;Noord- en Midden Limburg;Limburg;1188;33;38645.7018;0;0;0;0;12221.1408;38645.7018;2160398.52;295344.237;1072450.6
BU09881402;WK098814;Weert;Noord- en Midden Limburg;Limburg;17;29;940.093806;0;0;0;0;195.188095;940.093806;52553.7685;4717.04564;448020.076
BU09882101;WK098821;Weert;Noord- en Midden Limburg;Limburg;2265;142;77494.2217;0;0;0;0;23105.6439;77494.2217;4332135.11;558386.395;1812395.04
BU09882102;WK098821;Weert;Noord- en Midden Limburg;Limburg;83;8;4832.07473;0;0;0;0;946.02224;4832.07473;270125.955;22862.2041;311849.018
BU09882201;WK098822;Weert;Noord- en Midden Limburg;Limburg;1664;60;65414.5645;0;0;0;0;17876.647;65414.5645;3656849.83;432018.969;1898495.29
BU09882202;WK098822;Weert;Noord- en Midden Limburg;Limburg;123;5;6964.3157;0;0;0;0;1391.62851;6964.3157;389323.951;33631.0222;501237.64
BU09882301;WK098823;Weert;Noord- en Midden Limburg;Limburg;1072;59;39500.3334;0;0;0;0;11501.7454;39500.3334;2208174.72;277958.847;935378.394
BU09882401;WK098824;Weert;Noord- en Midden Limburg;Limburg;1628;135;63909.3918;0;0;0;0;18162.1299;63909.3918;3572706.64;438918.139;2481234.08
BU09882402;WK098824;Weert;Noord- en Midden Limburg;Limburg;28;58;1613.6467;0;0;0;0;316.47104;1613.6467;90207.1842;7648.05013;1668770.01
BU09882403;WK098824;Weert;Noord- en Midden Limburg;Limburg;68;9;3991.59354;0;0;0;0;775.303876;3991.59354;223140.799;18736.5103;524782.726
BU09882501;WK098825;Weert;Noord- en Midden Limburg;Limburg;658;55;34631.5294;0;0;0;0;7525.98933;34631.5294;1935995.5;181878.076;1717434.47
BU09882502;WK098825;Weert;Noord- en Midden Limburg;Limburg;11;14;638.309346;0;0;0;0;125.8932;638.309346;35683.2067;3042.419;617411.497
BU09883101;WK098831;Weert;Noord- en Midden Limburg;Limburg;245;6;11181.771;0;0;0;0;2744.56962;11181.771;625091.026;66327.099;346464.87
BU09883102;WK098831;Weert;Noord- en Midden Limburg;Limburg;188;21;11108.9188;0;0;0;0;2130.93225;11108.9188;621018.397;51497.5293;1039929.41
BU09883201;WK098832;Weert;Noord- en Midden Limburg;Limburg;334;9;16036.85;0;0;0;0;3715.20346;16036.85;896502.983;89784.0836;462476.906
BU09883202;WK098832;Weert;Noord- en Midden Limburg;Limburg;107;8;6204.27971;0;0;0;0;1225.17767;6204.27971;346835.898;29608.4604;684360.772
BU09883301;WK098833;Weert;Noord- en Midden Limburg;Limburg;246;11;11854.7505;0;0;0;0;2728.24713;11854.7505;662712.391;65932.6389;385440.748
BU09883302;WK098833;Weert;Noord- en Midden Limburg;Limburg;110;12;6442.05755;0;0;0;0;1247.45784;6442.05755;360128.318;30146.8978;780966.408
BU09883401;WK098834;Weert;Noord- en Midden Limburg;Limburg;2026;120;0;83973.3471;0;0;0;19491.6523;83973.3471;0;471048.263;2327264.71
BU09883402;WK098834;Weert;Noord- en Midden Limburg;Limburg;241;101;13998.1779;0;0;0;0;2753.49584;13998.1779;782535.74;66542.8162;1063794.71
BU09940000;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;2155;714;76763.5819;0;0;0;0;21693.9824;76763.5819;4291290.39;524271.242;3811471.19
BU09940001;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;931;170;34153.7577;0;0;0;0;9666.01899;34153.7577;1909286.78;233595.459;1020307.66
BU09940002;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;629;15;23384.0871;0;0;0;0;6767.026;23384.0871;1307233.27;163536.462;755085.211
BU09940003;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;97;6;4941.02296;0;0;0;0;1053.36768;4941.02296;276216.453;25456.3856;270470.035
BU09940004;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;60;13;2659.24853;0;0;0;0;623.62912;2659.24853;148659.134;15071.0371;125915.787
BU09940005;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;0;10;0;0;0;0;0;0;0;0;0;173623.837
BU09940006;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;335;6;12228.7233;0;0;0;0;3576.33562;12228.7233;683618.474;86428.1108;339556.597
BU09940007;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;56;30;2084.54498;0;0;0;0;561.66816;2084.54498;116531.663;13573.6472;336847.827
BU09940008;WK099400;Valkenburg aan de Geul;Zuid Limburg;Limburg;2;0;116.673951;0;0;0;0;24.5445754;116.673951;6522.38723;593.160572;28810.9765
BU09940100;WK099401;Valkenburg aan de Geul;Zuid Limburg;Limburg;429;80;0;18291.4936;0;0;0;4066.03939;18291.4936;0;98262.6186;772724.664
BU09940101;WK099401;Valkenburg aan de Geul;Zuid Limburg;Limburg;181;14;8556.80004;0;0;0;0;1949.70054;8556.80004;478348.102;47117.7631;290787.902
BU09940102;WK099401;Valkenburg aan de Geul;Zuid Limburg;Limburg;97;5;3963.24665;0;0;0;0;999.19888;3963.24665;221556.132;24147.3063;214395.645
BU09940103;WK099401;Valkenburg aan de Geul;Zuid Limburg;Limburg;4;1;171.584117;0;0;0;0;43.52048;171.584117;9592.01294;1051.74493;70912.2829
BU09940104;WK099401;Valkenburg aan de Geul;Zuid Limburg;Limburg;13;8;706.360674;0;0;0;0;144.08704;706.360674;39487.4587;3482.10347;130942.118
BU09940200;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;338;41;15222.0941;0;0;0;0;3727.72535;15222.0941;850955.943;90086.6961;580328.621
BU09940201;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;87;29;4706.30752;0;0;0;0;982.208806;4706.30752;263095.23;23736.7128;222452.915
BU09940202;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;63;25;3177.76847;0;0;0;0;686.00456;3177.76847;177645.792;16578.4435;156093.304
BU09940203;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;183;14;9145.30863;0;0;0;0;2013.08722;9145.30863;511247.313;48649.6078;251269.582
BU09940204;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;1;2;66.1082863;0;0;0;0;11.716;66.1082863;3695.63075;283.136667;25586.4294
BU09940205;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;16;15;916.099245;0;0;0;0;178.13368;916.099245;51212.4081;4304.89727;49565.4546
BU09940206;WK099402;Valkenburg aan de Geul;Zuid Limburg;Limburg;0;1;0;0;0;0;0;0;0;0;0;3981.83015
BU09940300;WK099403;Valkenburg aan de Geul;Zuid Limburg;Limburg;470;26;20868.8636;0;0;0;0;5128.07292;20868.8636;1166625.52;123928.429;668864.637
BU09940301;WK099403;Valkenburg aan de Geul;Zuid Limburg;Limburg;123;11;6683.58564;0;0;0;0;1398.07321;6683.58564;373630.387;33786.7693;263749.593
BU09940302;WK099403;Valkenburg aan de Geul;Zuid Limburg;Limburg;2;2;76.7758774;0;0;0;0;19.66368;76.7758774;4291.97774;475.2056;6724.45226
BU09940400;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;1423;101;0;60071.2186;0;0;0;13649.1929;60071.2186;0;329855.495;1699037.22
BU09940401;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;74;3;4116.26359;0;0;0;0;835.555498;4116.26359;230110.189;20192.5912;154754.603
BU09940402;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;388;20;18155.7929;0;0;0;0;4271.88767;18155.7929;1014957.58;103237.285;590927.831
BU09940403;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;22;11;1250.0852;0;0;0;0;249.1856;1250.0852;69883.1198;6021.98533;133473.604
BU09940404;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;11;1;638.586753;0;0;0;0;125.15792;638.586753;35698.7145;3024.64973;96616.9204
BU09940405;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;0;0;0;0;0;0;0;0;0;0;0;
BU09940406;WK099404;Valkenburg aan de Geul;Zuid Limburg;Limburg;0;1;0;0;0;0;0;0;0;0;0;10839.7649
BU09940500;WK099405;Valkenburg aan de Geul;Zuid Limburg;Limburg;66;159;3519.5965;0;0;0;0;737.832431;3519.5965;196754.897;17830.9504;197387.961
BU00030000;WK000300;Appingedam;Groningen;Groningen;1492;282;57671.0267;0;0;0;0;15165.6436;57671.0267;3223965.28;366503.055;2865502.41
BU07580809;WK075808;Breda;West-Brabant;Noord-Brabant;95;62;4728.35423;0;0;0;0;1042.5192;4728.35423;264327.7;25194.214;453451.117
BU07580900;WK075809;Breda;West-Brabant;Noord-Brabant;4607;355;184897.65;0;0;0;0;50735.3174;184897.65;10336275.2;1226103.5;5570198.49
BU07580909;WK075809;Breda;West-Brabant;Noord-Brabant;300;14;16890.1267;0;0;0;0;3374.89343;16890.1267;944203.441;81559.9246;1422515.91
BU07581000;WK075810;Breda;West-Brabant;Noord-Brabant;3127;173;120197.852;0;0;0;0;34205.641;120197.852;6719382.76;826636.325;4004103.2
BU07581008;WK075810;Breda;West-Brabant;Noord-Brabant;31;1;1680.31728;0;0;0;0;340.0496;1680.31728;93934.2487;8217.86533;253037.279
BU07581009;WK075810;Breda;West-Brabant;Noord-Brabant;51;7;2888.06674;0;0;0;0;578.816006;2888.06674;161450.687;13988.0535;244162.06
BU07620000;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;3189;429;120714.52;0;0;0;0;33790.6015;120714.52;6748265.88;816606.202;4895514.07
BU07620001;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1119;46;46686.1561;0;0;0;0;12216.655;46686.1561;2609881.51;295235.828;1665819.72
BU07620002;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;753;25;32630.7183;0;0;0;0;8428.72449;32630.7183;1824144.79;203694.175;1005044.87
BU07620003;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;397;13;21803.3429;0;0;0;0;4549.3726;21803.3429;1218865.42;109943.171;801187.8
BU07620004;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1776;27;66548.4125;0;0;0;0;19987.2766;66548.4125;3720234.98;483025.85;1907804.33
BU07620005;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1953;24;69634.5717;0;0;0;0;21414.7013;69634.5717;3892759.57;517521.948;1961010.24
BU07620006;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;297;143;11861.3384;0;0;0;0;3330.1134;11861.3384;663080.674;80477.7406;1357222.58
BU07620007;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;156;4;6571.57206;0;0;0;0;1756.93632;6571.57206;367368.527;42459.2944;248004.845
BU07620009;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1140;87;56837.9386;0;0;0;0;12758.9032;56837.9386;3177393.41;308340.16;5414173.25
BU07620100;WK076201;Deurne;Metropoolregio Eindhoven;Noord-Brabant;437;20;20977.6744;0;0;0;0;4937.10258;20977.6744;1172708.34;119313.312;714448.649
BU07620109;WK076201;Deurne;Metropoolregio Eindhoven;Noord-Brabant;90;100;5367.16616;0;0;0;0;1022.44827;5367.16616;300039.002;24709.1666;525623.842
BU07620200;WK076202;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1059;56;45260.1109;0;0;0;0;11700.9699;45260.1109;2530161.75;282773.44;1567979.64
BU07620209;WK076202;Deurne;Metropoolregio Eindhoven;Noord-Brabant;282;18;16505.3611;0;0;0;0;3189.24082;16505.3611;922694.012;77073.3199;1415590.35
BU07620300;WK076203;Deurne;Metropoolregio Eindhoven;Noord-Brabant;566;25;26146.3572;0;0;0;0;6288.50231;26146.3572;1461651.59;151972.139;891749.03
BU07620309;WK076203;Deurne;Metropoolregio Eindhoven;Noord-Brabant;193;6;11156.5093;0;0;0;0;2201.63731;11156.5093;623678.83;53206.2351;1003450.27
BU07620400;WK076204;Deurne;Metropoolregio Eindhoven;Noord-Brabant;301;15;13473.8041;0;0;0;0;3359.20144;13473.8041;753221.837;81180.7014;720407.291
BU07620409;WK076204;Deurne;Metropoolregio Eindhoven;Noord-Brabant;82;12;4897.88735;0;0;0;0;930.373615;4897.88735;273805.057;22484.029;605406.348
BU07660101;WK076601;Dongen;Hart van Brabant;Noord-Brabant;1560;232;55246.2235;0;0;0;0;16479.7669;55246.2235;3088412.26;398261.033;1555473.05
BU07660102;WK076601;Dongen;Hart van Brabant;Noord-Brabant;22;9;1152.9812;0;0;0;0;245.837316;1152.9812;64454.7457;5941.06847;146603.8
BU07660103;WK076601;Dongen;Hart van Brabant;Noord-Brabant;1618;268;0;57584.7939;0;0;0;15855.5603;57584.7939;0;383176.041;1129493.95
BU07660104;WK076601;Dongen;Hart van Brabant;Noord-Brabant;148;37;8170.57124;0;0;0;0;1676.25678;8170.57124;456756.875;40509.5388;462593.304
BU07660105;WK076601;Dongen;Hart van Brabant;Noord-Brabant;1833;312;0;67679.7995;0;0;0;17037.5485;67679.7995;0;411740.756;2266611.15
BU07660106;WK076601;Dongen;Hart van Brabant;Noord-Brabant;617;35;18490.1565;0;0;0;0;6764.09984;18490.1565;1033649.41;163465.746;773102.855
BU07660107;WK076601;Dongen;Hart van Brabant;Noord-Brabant;1323;59;49852.1737;0;0;0;0;14651.5699;49852.1737;2786870.39;354079.606;1264121.59
BU07660108;WK076601;Dongen;Hart van Brabant;Noord-Brabant;1013;14;36003.3915;0;0;0;0;11273.2775;36003.3915;2012686.28;272437.54;1008781.08
BU07660109;WK076601;Dongen;Hart van Brabant;Noord-Brabant;1529;139;67347.5697;0;0;0;0;16829.8969;67347.5697;3764910.02;406722.509;2070139.05
BU07660110;WK076601;Dongen;Hart van Brabant;Noord-Brabant;157;20;8418.18123;0;0;0;0;1745.42004;8418.18123;470598.939;42180.9842;503299.311
BU07660111;WK076601;Dongen;Hart van Brabant;Noord-Brabant;73;13;4253.74397;0;0;0;0;826.413019;4253.74397;237795.712;19971.648;339326.525
BU07660112;WK076601;Dongen;Hart van Brabant;Noord-Brabant;255;11;11492.5256;0;0;0;0;2846.61571;11492.5256;642463.046;68793.2131;440330.251
BU07660113;WK076601;Dongen;Hart van Brabant;Noord-Brabant;76;8;4382.07268;0;0;0;0;850.659921;4382.07268;244969.632;20557.6148;308976.455
BU07660114;WK076601;Dongen;Hart van Brabant;Noord-Brabant;17;138;913.89086;0;0;0;0;191.44136;913.89086;51088.9535;4626.49953;1327921.47
BU07660115;WK076601;Dongen;Hart van Brabant;Noord-Brabant;2;17;108.064392;0;0;0;0;22.70304;108.064392;6041.08976;548.6568;425306.546
BU07660216;WK076602;Dongen;Hart van Brabant;Noord-Brabant;980;48;43289.9857;0;0;0;0;10777.5041;43289.9857;2420026.46;260456.348;1382855.65
BU07660217;WK076602;Dongen;Hart van Brabant;Noord-Brabant;8;1;474.174737;0;0;0;0;90.42848;474.174737;26507.6412;2185.35493;27634.111
BU07700000;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;1460;228;63656.9913;0;0;0;0;15778.5512;63656.9913;3558596.77;381314.988;2461849.68
BU07700001;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;419;9;20498.191;0;0;0;0;4885.3533;20498.191;1145903.93;118062.705;712855.211
BU07700002;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;798;161;30687.1329;0;0;0;0;9008.10998;30687.1329;1715493.15;217695.991;812793.284
BU07700003;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;714;66;26852.3321;0;0;0;0;7817.04452;26852.3321;1501117.48;188911.909;656807.928
BU07700004;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;352;20;12180.9689;0;0;0;0;3862.50009;12180.9689;680948.875;93343.7521;332627.777
BU07700005;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;30;103;1466.37752;0;0;0;0;335.44064;1466.37752;81974.4418;8106.48213;1114873.64
BU07700006;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;51;4;2394.11564;0;0;0;0;534.201376;2394.11564;133837.494;12909.8666;138493.62
BU07700007;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;125;16;6417.25795;0;0;0;0;1355.72238;6417.25795;358741.954;32763.2909;354000.632
BU07700008;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;55;10;3105.51513;0;0;0;0;615.284204;3105.51513;173606.636;14869.3683;325228.802
BU07700009;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;136;89;7521.37919;0;0;0;0;1509.61334;7521.37919;420465.296;36482.3223;1115996.62
BU07700010;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;383;27;10749.2082;0;0;0;0;3895.18399;10749.2082;600909.606;94133.6132;355124.385
BU07700100;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;605;24;27684.1247;0;0;0;0;6744.53266;27684.1247;1547616.92;162992.873;899546.376
BU07700101;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;84;5;2546.36319;0;0;0;0;814.40656;2546.36319;142348.541;19681.4919;79093.4883
BU07700102;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;15;7;813.71783;0;0;0;0;168.812361;813.71783;45489.0121;4079.63205;143997.683
BU07700109;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;69;12;3844.33369;0;0;0;0;778.990002;3844.33369;214908.578;18825.5917;378771.815
BU07700200;WK077002;Eersel;Metropoolregio Eindhoven;Noord-Brabant;549;26;25516.7154;0;0;0;0;6146.46278;25516.7154;1426452.92;148539.517;855111.613
BU07700209;WK077002;Eersel;Metropoolregio Eindhoven;Noord-Brabant;57;14;3250.61988;0;0;0;0;635.234735;3250.61988;181718.381;15351.5061;255606.871
BU07700300;WK077003;Eersel;Metropoolregio Eindhoven;Noord-Brabant;779;63;36449.0922;0;0;0;0;8582.33135;36449.0922;2037602.14;207406.341;1366133.2
BU07700309;WK077003;Eersel;Metropoolregio Eindhoven;Noord-Brabant;144;86;8026.26439;0;0;0;0;1600.8157;8026.26439;448689.735;38686.3794;1057614.48
BU07700400;WK077004;Eersel;Metropoolregio Eindhoven;Noord-Brabant;582;28;24928.6688;0;0;0;0;6373.02434;24928.6688;1393579.53;154014.755;851570.679
BU07700409;WK077004;Eersel;Metropoolregio Eindhoven;Noord-Brabant;247;65;13157.7334;0;0;0;0;2712.67149;13157.7334;735552.632;65556.2276;1211273.14
BU07700500;WK077005;Eersel;Metropoolregio Eindhoven;Noord-Brabant;382;17;16722.74;0;0;0;0;4237.90995;16722.74;934846.079;102416.157;597639.943
BU07700501;WK077005;Eersel;Metropoolregio Eindhoven;Noord-Brabant;92;4;5585.99498;0;0;0;0;1052.51083;5585.99498;312272.121;25435.6783;296899.847
BU07700509;WK077005;Eersel;Metropoolregio Eindhoven;Noord-Brabant;120;35;6606.93813;0;0;0;0;1333.03295;6606.93813;369345.585;32214.9629;688821.212
BU07721111;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2222;922;57690.1263;0;0;0;0;20726.0149;57690.1263;3225032.99;500878.695;6799571.02
BU07721112;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1616;286;0;48554.6875;0;0;0;13938.5244;48554.6875;0;336847.672;2886214.48
BU07721113;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1512;99;15267.0786;0;13265.3905;0;0;13292.8623;28532.4691;853470.693;321244.172;1614613.99
BU07721114;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;160;182;3452.09259;0;0;0;0;1396.58864;3452.09259;192981.247;33750.8921;2052695.33
BU07721115;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;666;65;0;0;12157.3655;0;0;5563.14131;12157.3655;0;134442.582;2274390.71
BU07721211;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1202;236;36887.8029;0;0;0;0;12176.4879;36887.8029;2062127.25;294265.125;1320538.35
BU07721212;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;952;120;0;28804.4716;0;0;0;8432.28516;28804.4716;0;203780.225;889600.086
BU07721213;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;567;44;0;19099.7517;0;0;0;4956.20596;19099.7517;0;119774.977;818576.963
BU07721214;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1419;173;0;44358.8987;0;0;0;12802.7135;44358.8987;0;309398.91;989038.824
BU07721215;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;653;74;0;20415.4636;0;0;0;6006.62354;20415.4636;0;145160.069;691325.599
BU07721216;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;631;104;0;21749.7674;0;0;0;5926.35784;21749.7674;0;143220.315;758807.651
BU07721217;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;341;82;0;9421.77446;0;0;0;2939.87392;9421.77446;0;71046.953;618167.497
BU07721218;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;142;2;0;5981.61129;0;0;0;1296.75202;5981.61129;0;31338.1737;169770.63
BU07721221;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;897;51;0;29909.4466;0;0;0;8899.35552;29909.4466;0;215067.759;722325.227
BU07721222;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1444;124;0;50959.1889;0;0;0;13920.3248;50959.1889;0;336407.849;1436523.03
BU07721223;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;789;70;0;23698.1881;0;0;0;6896.25439;23698.1881;0;166659.481;628395.187
BU07721224;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;255;11;0;12601.7029;0;0;0;2482.35731;12601.7029;0;59990.3016;345782.867
BU07721225;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;647;111;0;26429.8593;0;0;0;6180.84154;26429.8593;0;149370.337;921873.515
BU07721226;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;8;21;476.638945;0;0;0;0;92.05056;476.638945;26645.3971;2224.5552;1261911.99
BU07721230;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;514;75;19102.8378;0;0;0;0;5874.07714;19102.8378;1067899.94;141956.864;545484.153
BU07721231;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;0;3;0;0;0;0;0;0;0;0;0;49819.15
BU07721232;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1489;238;49333.7179;0;0;0;0;15658.7321;49333.7179;2757887.32;378419.359;1239014.56
BU07721233;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;885;59;0;30624.5035;0;0;0;8603.96656;30624.5035;0;207929.192;907383.144
BU07721234;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;756;15;22972.4022;0;0;0;0;8066.34517;22972.4022;1284218.98;194936.675;460446.843
BU07721235;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;725;6;27662.0253;0;0;0;0;8209.41099;27662.0253;1546381.5;198394.099;752728.463
BU07721236;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;560;118;0;18302.3766;0;0;0;5166.11;18302.3766;0;124847.658;767127.008
BU07721237;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1311;32;0;42691.459;0;0;0;12671.2155;42691.459;0;306221.042;806199.225
BU07721238;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;301;22;13153.9888;0;0;0;0;3280.91708;13153.9888;735343.3;79288.8295;571943.699
BU07721239;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;0;0;0;0;0;0;0;0;0;0;0;
BU07721240;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;45;5;2491.01038;0;0;0;0;518.563255;2491.01038;139254.17;12531.9453;122639.505
BU07721311;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;852;170;0;36649.7793;0;0;0;8121.19111;36649.7793;0;196262.119;1780243.91
BU07721312;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1606;139;46956.9582;0;0;0;0;16610.6375;46956.9582;2625020.07;401423.74;1966257.42
BU07721321;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1602;209;56963.1244;0;0;0;0;17302.6062;56963.1244;3184391.64;418146.317;1632695.69
BU07721322;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1401;53;45521.7084;0;0;0;0;14767.5441;45521.7084;2544785.75;356882.317;1133358.02
BU07721328;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;478;17;12769.3451;0;0;0;0;5018.40864;12769.3451;713840.686;121278.209;597538.041
BU07721333;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1898;511;65343.8965;0;0;0;0;20667.6923;65343.8965;3652899.31;499469.231;1660200.3
BU07721334;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;37;8;2004.43293;0;0;0;0;425.17504;2004.43293;112053.184;10275.0635;293720.981
BU07721335;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1574;173;53951.9058;0;0;0;0;16975.8285;53951.9058;3016056.43;410249.188;1404786.31
BU07721336;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;213;8;10978.8118;0;0;0;0;2406.33182;10978.8118;613745.064;58153.019;531916.774
BU07721337;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;222;10;11177.0612;0;0;0;0;2596.05435;11177.0612;624827.738;62737.9802;421612.015
